# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  507       3.308206997230e-10       9.772201163485e-13      -6.976589843437e-12       0.000000000000e+00       7.405291102585e-14       1.538296277275e-15       5.538042470837e-16 
  508       3.316831402398e-10       9.660281743664e-13      -6.830096195395e-12       0.000000000000e+00       7.353728582837e-14       1.506779182924e-15       5.399176842502e-16 
  509       3.325171508348e-10       9.554050895396e-13      -6.681337592834e-12       0.000000000000e+00       7.302590717329e-14       1.476588519956e-15       5.260770863308e-16 
  510       3.333226129702e-10       9.453557682600e-13      -6.530393350472e-12       0.000000000000e+00       7.251876169100e-14       1.447713650739e-15       5.122835328732e-16 
  511       3.340994102254e-10       9.358851050921e-13      -6.377344222116e-12       0.000000000000e+00       7.201583470500e-14       1.420143561120e-15       4.985381028815e-16 
  512       3.348474283137e-10       9.269979825607e-13      -6.222272407920e-12       0.000000000000e+00       7.151711022319e-14       1.393866858220e-15       4.848418747758e-16 
  513       3.355665550990e-10       9.186992709401e-13      -6.065261561639e-12       0.000000000000e+00       7.102257092927e-14       1.368871768229e-15       4.711959263513e-16 
  514       3.362566806121e-10       9.109938280420e-13      -5.906396797882e-12       0.000000000000e+00       7.053219817401e-14       1.345146134198e-15       4.576013347376e-16 
  515       3.369176970675e-10       9.038864990039e-13      -5.745764699373e-12       0.000000000000e+00       7.004597196666e-14       1.322677413833e-15       4.440591763581e-16 
  516       3.375494988800e-10       8.973821160778e-13      -5.583453324199e-12       0.000000000000e+00       6.956387096620e-14       1.301452677290e-15       4.305705268890e-16 
  517       3.381519826812e-10       8.914854984185e-13      -5.419552213072e-12       0.000000000000e+00       6.908587247278e-14       1.281458604968e-15       4.171364612191e-16 
  518       3.387250473361e-10       8.862014518718e-13      -5.254152396577e-12       0.000000000000e+00       6.861195241898e-14       1.262681485301e-15       4.037580534087e-16 
  519       3.392685939595e-10       8.815347687632e-13      -5.087346402434e-12       0.000000000000e+00       6.814208536115e-14       1.245107212556e-15       3.904363766491e-16 
  520       3.397825259331e-10       8.774902276859e-13      -4.919228262749e-12       0.000000000000e+00       6.767624447080e-14       1.228721284622e-15       3.771725032218e-16 
  521       3.402667489213e-10       8.740725932898e-13      -4.749893521270e-12       0.000000000000e+00       6.721440152590e-14       1.213508800806e-15       3.639675044577e-16 
  522       3.407211708887e-10       8.712866160694e-13      -4.579439240642e-12       0.000000000000e+00       6.675652690222e-14       1.199454459626e-15       3.508224506967e-16 
  523       3.411457021157e-10       8.691370321524e-13      -4.407964009666e-12       0.000000000000e+00       6.630258956466e-14       1.186542556607e-15       3.377384112467e-16 
  524       3.415402552161e-10       8.676285630880e-13      -4.235567950546e-12       0.000000000000e+00       6.585255705862e-14       1.174756982071e-15       3.247164543431e-16 
  525       3.419047451527e-10       8.667659156355e-13      -4.062352726153e-12       0.000000000000e+00       6.540639550130e-14       1.164081218933e-15       3.117576471081e-16 
  526       3.422390892546e-10       8.665537815524e-13      -3.888421547274e-12       0.000000000000e+00       6.496406957305e-14       1.154498340495e-15       2.988630555096e-16 
  527       3.425432072335e-10       8.669968373833e-13      -3.713879179869e-12       0.000000000000e+00       6.452554250872e-14       1.145991008238e-15       2.860337443213e-16 
  528       3.428170212002e-10       8.680997442477e-13      -3.538831952329e-12       0.000000000000e+00       6.409077608899e-14       1.138541469618e-15       2.732707770811e-16 
  529       3.430604556814e-10       8.698671476288e-13      -3.363387762725e-12       0.000000000000e+00       6.365973063171e-14       1.132131555858e-15       2.605752160510e-16 
  530       3.432734376362e-10       8.723036771618e-13      -3.187656086071e-12       0.000000000000e+00       6.323236498320e-14       1.126742679740e-15       2.479481221762e-16 
  531       3.434558964725e-10       8.754139464223e-13      -3.011747981571e-12       0.000000000000e+00       6.280863650965e-14       1.122355833405e-15       2.353905550445e-16 
  532       3.436077640638e-10       8.792025527148e-13      -2.835776099882e-12       0.000000000000e+00       6.238850108843e-14       1.118951586139e-15       2.229035728453e-16 
  533       3.437289747658e-10       8.836740768608e-13      -2.659854690362e-12       0.000000000000e+00       6.197191309941e-14       1.116510082173e-15       2.104882323294e-16 
  534       3.438194654327e-10       8.888330829876e-13      -2.484099608331e-12       0.000000000000e+00       6.155882541632e-14       1.115011038471e-15       1.981455887678e-16 
  535       3.438791754342e-10       8.946841183165e-13      -2.308628322322e-12       0.000000000000e+00       6.114918939806e-14       1.114433742530e-15       1.858766959113e-16 
  536       3.439080466717e-10       9.012317129512e-13      -2.133559921339e-12       0.000000000000e+00       6.074295488009e-14       1.114757050168e-15       1.736826059496e-16 
  537       3.439060235951e-10       9.084803796661e-13      -1.959015122111e-12       0.000000000000e+00       6.034007016571e-14       1.115959383322e-15       1.615643694710e-16 
  538       3.438730532193e-10       9.164346136951e-13      -1.785116276346e-12       0.000000000000e+00       5.994048201743e-14       1.118018727837e-15       1.495230354211e-16 
  539       3.438090851408e-10       9.250988925195e-13      -1.611987377989e-12       0.000000000000e+00       5.954413564829e-14       1.120912631267e-15       1.375596510625e-16 
  540       3.437140715543e-10       9.344776756567e-13      -1.439754070474e-12       0.000000000000e+00       5.915097471323e-14       1.124618200661e-15       1.256752619342e-16 
  541       3.435879672692e-10       9.445754044487e-13      -1.268543653982e-12       0.000000000000e+00       5.876094130037e-14       1.129112100360e-15       1.138709118105e-16 
  542       3.434307297263e-10       9.553965018501e-13      -1.098485092694e-12       0.000000000000e+00       5.837397592240e-14       1.134370549793e-15       1.021476426604e-16 
  543       3.432423190144e-10       9.669453722169e-13      -9.297090220478e-13       0.000000000000e+00       5.799001750791e-14       1.140369321267e-15       9.050649460745e-17 
  544       3.430227567964e-10       9.792248763746e-13      -7.623358901357e-13       0.000000000000e+00       5.760901291260e-14       1.147086837673e-15       7.894835662298e-17 
  545       3.427723047881e-10       9.922317124014e-13      -5.964400183941e-13       0.000000000000e+00       5.723094575036e-14       1.154513561195e-15       6.747351430029e-17 
  546       3.424912910882e-10       1.005960910821e-12      -4.320845935251e-13       0.000000000000e+00       5.685580831664e-14       1.162642851479e-15       5.608208989938e-17 
  547       3.421800517410e-10       1.020407347314e-12      -2.693334487964e-13       0.000000000000e+00       5.648359213349e-14       1.171467887505e-15       4.477419041650e-17 
  548       3.418389307768e-10       1.035565741889e-12      -1.082510664938e-13       0.000000000000e+00       5.611428794479e-14       1.180981666634e-15       3.354990748303e-17 
  549       3.414682802520e-10       1.051430658054e-12       5.109741962647e-14       0.000000000000e+00       5.574788571141e-14       1.191177003656e-15       2.240931726443e-17 
  550       3.410684602903e-10       1.067996501988e-12       2.086462218848e-13       0.000000000000e+00       5.538437460642e-14       1.202046529839e-15       1.135248035904e-17 
  551       3.406398391224e-10       1.085257521710e-12       3.643288962264e-13       0.000000000000e+00       5.502374301029e-14       1.213582691977e-15       3.794416970261e-19 
  552       3.401827931265e-10       1.103207806255e-12       5.180783397681e-13       0.000000000000e+00       5.466597850604e-14       1.225777751438e-15      -1.050976956076e-17 
  553       3.396977068693e-10       1.121841284839e-12       6.698267883465e-13       0.000000000000e+00       5.431106787449e-14       1.238623783215e-15      -2.131514012391e-17 
  554       3.391849731457e-10       1.141151726038e-12       8.195058140652e-13       0.000000000000e+00       5.395899708940e-14       1.252112674971e-15      -3.203667267354e-17 
  555       3.386449930197e-10       1.161132736950e-12       9.670463228423e-13       0.000000000000e+00       5.360975131268e-14       1.266236126087e-15      -4.267438596342e-17 
  556       3.380781758647e-10       1.181777762376e-12       1.112378551958e-12       0.000000000000e+00       5.326331488957e-14       1.280985646715e-15      -5.322831492112e-17 
  557       3.374849394038e-10       1.203080083983e-12       1.255432067602e-12       0.000000000000e+00       5.291967134386e-14       1.296352556823e-15      -6.369851074908e-17 
  558       3.368657097503e-10       1.225032819480e-12       1.396135762422e-12       0.000000000000e+00       5.257880337304e-14       1.312327985243e-15      -7.408504102575e-17 
  559       3.362209214484e-10       1.247628921788e-12       1.534417853068e-12       0.000000000000e+00       5.224069284353e-14       1.328902868720e-15      -8.438798980670e-17 
  560       3.355510175131e-10       1.270861178213e-12       1.670205877746e-12       0.000000000000e+00       5.190532078583e-14       1.346067950962e-15      -9.460745772575e-17 
  561       3.348564494710e-10       1.294722209612e-12       1.803426693757e-12       0.000000000000e+00       5.157266738975e-14       1.363813781688e-15      -1.047435620961e-16 
  562       3.341376774006e-10       1.319204469571e-12       1.934006475054e-12       0.000000000000e+00       5.124271199958e-14       1.382130715673e-15      -1.147964370112e-16 
  563       3.333951699728e-10       1.344300243572e-12       2.061870709781e-12       0.000000000000e+00       5.091543310926e-14       1.401008911801e-15      -1.247662334465e-16 
  564       3.326294044913e-10       1.370001648165e-12       2.186944197827e-12       0.000000000000e+00       5.059080835763e-14       1.420438332110e-15      -1.346531193599e-16 
  565       3.318408669329e-10       1.396300630141e-12       2.309151048368e-12       0.000000000000e+00       5.026881452356e-14       1.440408740843e-15      -1.444572797929e-16 
  566       3.310300519881e-10       1.423188965701e-12       2.428414677420e-12       0.000000000000e+00       4.994942752116e-14       1.460909703495e-15      -1.541789169724e-16 
  567       3.301974631014e-10       1.450658259628e-12       2.544657805382e-12       0.000000000000e+00       4.963262239500e-14       1.481930585861e-15      -1.638182504110e-16 
  568       3.293436125119e-10       1.478699944459e-12       2.657802454587e-12       0.000000000000e+00       4.931837331525e-14       1.503460553085e-15      -1.733755170086e-16 
  569       3.284690212933e-10       1.507305279656e-12       2.767769946846e-12       0.000000000000e+00       4.900665357291e-14       1.525488568710e-15      -1.828509711534e-16 
  570       3.275742193951e-10       1.536465350778e-12       2.874480900999e-12       0.000000000000e+00       4.869743557498e-14       1.548003393721e-15      -1.922448848228e-16 
  571       3.266597456821e-10       1.566171068648e-12       2.977855230461e-12       0.000000000000e+00       4.839069083967e-14       1.570993585602e-15      -2.015575476850e-16 
  572       3.257261479755e-10       1.596413168532e-12       3.077812140767e-12       0.000000000000e+00       4.808638999156e-14       1.594447497377e-15      -2.107892671996e-16 
  573       3.247739830931e-10       1.627182209302e-12       3.174270127125e-12       0.000000000000e+00       4.778450275681e-14       1.618353276660e-15      -2.199403687191e-16 
  574       3.238038168896e-10       1.658468572614e-12       3.267146971960e-12       0.000000000000e+00       4.748499795837e-14       1.642698864707e-15      -2.290111955897e-16 
  575       3.228162242972e-10       1.690262462075e-12       3.356359742460e-12       0.000000000000e+00       4.718784351113e-14       1.667471995459e-15      -2.380021092527e-16 
  576       3.218117893661e-10       1.722553902417e-12       3.441824788127e-12       0.000000000000e+00       4.689300641714e-14       1.692660194597e-15      -2.469134893455e-16 
  577       3.207911053047e-10       1.755332738665e-12       3.523457738325e-12       0.000000000000e+00       4.660045276077e-14       1.718250778582e-15      -2.557457338025e-16 
  578       3.197547745201e-10       1.788588635312e-12       3.601173499821e-12       0.000000000000e+00       4.631014770395e-14       1.744230853712e-15      -2.644992589566e-16 
  579       3.187034086586e-10       1.822311075488e-12       3.674886254341e-12       0.000000000000e+00       4.602205548131e-14       1.770587315164e-15      -2.731744996402e-16 
  580       3.176376286460e-10       1.856489360132e-12       3.744509456113e-12       0.000000000000e+00       4.573613939541e-14       1.797306846046e-15      -2.817719092861e-16 
  581       3.165580647282e-10       1.891112607163e-12       3.809955829413e-12       0.000000000000e+00       4.545236181189e-14       1.824375916443e-15      -2.902919600288e-16 
  582       3.154653565114e-10       1.926169750650e-12       3.871137366118e-12       0.000000000000e+00       4.517068415471e-14       1.851780782469e-15      -2.987351428056e-16 
  583       3.143601268073e-10       1.961649407980e-12       3.927979145894e-12       0.000000000000e+00       4.489107270113e-14       1.879509123273e-15      -3.071017200528e-16 
  584       3.132429023679e-10       1.997539479379e-12       3.980461181036e-12       0.000000000000e+00       4.461351613563e-14       1.907554998936e-15      -3.153909768029e-16 
  585       3.121141912500e-10       2.033827536746e-12       4.028577612138e-12       0.000000000000e+00       4.433800842503e-14       1.935914014552e-15      -3.236019510781e-16 
  586       3.109745088632e-10       2.070500953885e-12       4.072322982458e-12       0.000000000000e+00       4.406454305561e-14       1.964581693102e-15      -3.317336796162e-16 
  587       3.098243780004e-10       2.107546905626e-12       4.111692240337e-12       0.000000000000e+00       4.379311303029e-14       1.993553475080e-15      -3.397851978850e-16 
  588       3.086643288697e-10       2.144952366952e-12       4.146680741623e-12       0.000000000000e+00       4.352371086589e-14       2.022824718117e-15      -3.477555400952e-16 
  589       3.074948991249e-10       2.182704112122e-12       4.177284252082e-12       0.000000000000e+00       4.325632859041e-14       2.052390696607e-15      -3.556437392154e-16 
  590       3.063166338972e-10       2.220788713798e-12       4.203498949828e-12       0.000000000000e+00       4.299095774016e-14       2.082246601336e-15      -3.634488269851e-16 
  591       3.051300858261e-10       2.259192542168e-12       4.225321427732e-12       0.000000000000e+00       4.272758935712e-14       2.112387539101e-15      -3.711698339295e-16 
  592       3.039358150909e-10       2.297901764071e-12       4.242748695849e-12       0.000000000000e+00       4.246621398607e-14       2.142808532343e-15      -3.788057893725e-16 
  593       3.027343894414e-10       2.336902342124e-12       4.255778183833e-12       0.000000000000e+00       4.220682167189e-14       2.173504518769e-15      -3.863557214513e-16 
  594       3.015263842296e-10       2.376180033841e-12       4.264407743358e-12       0.000000000000e+00       4.194940195676e-14       2.204470350976e-15      -3.938186571300e-16 
  595       3.003123824406e-10       2.415720390765e-12       4.268635650536e-12       0.000000000000e+00       4.169394387741e-14       2.235700796081e-15      -4.011936222137e-16 
  596       2.990929747240e-10       2.455508757588e-12       4.268460608341e-12       0.000000000000e+00       4.144043596235e-14       2.267190535344e-15      -4.084796413623e-16 
  597       2.978687594247e-10       2.495530271277e-12       4.263881749020e-12       0.000000000000e+00       4.118886622910e-14       2.298934163794e-15      -4.156757381043e-16 
  598       2.966403426147e-10       2.535769860198e-12       4.254898636519e-12       0.000000000000e+00       4.093922218146e-14       2.330926189855e-15      -4.227809348510e-16 
  599       2.954083381237e-10       2.576212243243e-12       4.241511268902e-12       0.000000000000e+00       4.069149080667e-14       2.363161034971e-15      -4.297942529103e-16 
  600       2.941733675706e-10       2.616841928953e-12       4.223720080767e-12       0.000000000000e+00       4.044565857272e-14       2.395633033235e-15      -4.367147125004e-16 
  601       2.929360603947e-10       2.657643214642e-12       4.201525945667e-12       0.000000000000e+00       4.020171142556e-14       2.428336431009e-15      -4.435413327641e-16 
  602       2.916970538866e-10       2.698600185524e-12       4.174930178531e-12       0.000000000000e+00       3.995963478630e-14       2.461265386553e-15      -4.502731317824e-16 
  603       2.904569932200e-10       2.739696713836e-12       4.143934538079e-12       0.000000000000e+00       3.971941354850e-14       2.494413969653e-15      -4.569091265887e-16 
  604       2.892165314822e-10       2.780916457963e-12       4.108541229247e-12       0.000000000000e+00       3.948103207537e-14       2.527776161243e-15      -4.634483331823e-16 
  605       2.879763297058e-10       2.822242861563e-12       4.068752905602e-12       0.000000000000e+00       3.924447419702e-14       2.561345853029e-15      -4.698897665428e-16 
  606       2.867370568995e-10       2.863659152693e-12       4.024572671764e-12       0.000000000000e+00       3.900972320768e-14       2.595116847123e-15      -4.762324406438e-16 
  607       2.854993900796e-10       2.905148342930e-12       3.976004085821e-12       0.000000000000e+00       3.877676186293e-14       2.629082855659e-15      -4.824753684666e-16 
  608       2.842640143011e-10       2.946693226501e-12       3.923051161756e-12       0.000000000000e+00       3.854557237699e-14       2.663237500425e-15      -4.886175620146e-16 
  609       2.830316226888e-10       2.988276379404e-12       3.865718371858e-12       0.000000000000e+00       3.831613641987e-14       2.697574312486e-15      -4.946580323266e-16 
  610       2.818029164686e-10       3.029880158532e-12       3.804010649148e-12       0.000000000000e+00       3.808843511466e-14       2.732086731810e-15      -5.005957894915e-16 
  611       2.805786049988e-10       3.071486700804e-12       3.737933389793e-12       0.000000000000e+00       3.786244903477e-14       2.766768106896e-15      -5.064298426615e-16 
  612       2.793594058009e-10       3.113077922280e-12       3.667492455530e-12       0.000000000000e+00       3.763815820112e-14       2.801611694395e-15      -5.121592000662e-16 
  613       2.781460445911e-10       3.154635517294e-12       3.592694176082e-12       0.000000000000e+00       3.741554207941e-14       2.836610658741e-15      -5.177828690270e-16 
  614       2.769392553116e-10       3.196140957575e-12       3.513545351578e-12       0.000000000000e+00       3.719457957736e-14       2.871758071774e-15      -5.232998559702e-16 
  615       2.757397801614e-10       3.237575491373e-12       3.430053254975e-12       0.000000000000e+00       3.697524904192e-14       2.907046912365e-15      -5.287091664417e-16 
  616       2.745483696279e-10       3.278920142584e-12       3.342225634474e-12       0.000000000000e+00       3.675752825650e-14       2.942470066042e-15      -5.340098051203e-16 
  617       2.733657825179e-10       3.320155709871e-12       3.250070715939e-12       0.000000000000e+00       3.654139443825e-14       2.978020324618e-15      -5.392007758322e-16 
  618       2.721927859886e-10       3.361262765795e-12       3.153597205320e-12       0.000000000000e+00       3.632682423525e-14       3.013690385815e-15      -5.442810815641e-16 
  619       2.710301555793e-10       3.402221655935e-12       3.052814291071e-12       0.000000000000e+00       3.611379372376e-14       3.049472852888e-15      -5.492497244782e-16 
  620       2.698786752419e-10       3.443012498014e-12       2.947731646565e-12       0.000000000000e+00       3.590227840544e-14       3.085360234255e-15      -5.541057059252e-16 
  621       2.687391373730e-10       3.483615181024e-12       2.838359432521e-12       0.000000000000e+00       3.569225320463e-14       3.121344943117e-15      -5.588480264586e-16 
  622       2.676122626076e-10       3.524010849068e-12       2.724715745971e-12       0.000000000000e+00       3.548369610785e-14       3.157418393028e-15      -5.634760075009e-16 
  623       2.664984570780e-10       3.564186392815e-12       2.606849153906e-12       0.000000000000e+00       3.527659918173e-14       3.193568262066e-15      -5.679902645883e-16 
  624       2.653980495307e-10       3.604130061530e-12       2.484816692273e-12       0.000000000000e+00       3.507095780775e-14       3.229781163834e-15      -5.723917569522e-16 
  625       2.643113710545e-10       3.643829987465e-12       2.358676471923e-12       0.000000000000e+00       3.486676706161e-14       3.266043545064e-15      -5.766814680438e-16 
  626       2.632387550866e-10       3.683274185442e-12       2.228487683330e-12       0.000000000000e+00       3.466402171165e-14       3.302341684963e-15      -5.808604056480e-16 
  627       2.621805374195e-10       3.722450552444e-12       2.094310601324e-12       0.000000000000e+00       3.446271621716e-14       3.338661694560e-15      -5.849296019965e-16 
  628       2.611370562069e-10       3.761346867192e-12       1.956206589812e-12       0.000000000000e+00       3.426284472677e-14       3.374989516052e-15      -5.888901138813e-16 
  629       2.601086519701e-10       3.799950789734e-12       1.814238106502e-12       0.000000000000e+00       3.406440107682e-14       3.411310922149e-15      -5.927430227688e-16 
  630       2.590956676044e-10       3.838249861029e-12       1.668468707631e-12       0.000000000000e+00       3.386737878968e-14       3.447611515418e-15      -5.964894349127e-16 
  631       2.580984483857e-10       3.876231502529e-12       1.518963052690e-12       0.000000000000e+00       3.367177107217e-14       3.483876727634e-15      -6.001304814677e-16 
  632       2.571173419762e-10       3.913883015767e-12       1.365786909150e-12       0.000000000000e+00       3.347757081389e-14       3.520091819119e-15      -6.036673186032e-16 
  633       2.561526984315e-10       3.951191581940e-12       1.209007157182e-12       0.000000000000e+00       3.328477058558e-14       3.556241878092e-15      -6.071011276168e-16 
  634       2.552048702064e-10       3.988144261493e-12       1.048691794391e-12       0.000000000000e+00       3.309336263748e-14       3.592311820016e-15      -6.104331150476e-16 
  635       2.542742121616e-10       4.024727993704e-12       8.849099405358e-13       0.000000000000e+00       3.290333889774e-14       3.628286386938e-15      -6.136645127899e-16 
  636       2.533610815696e-10       4.060929596268e-12       7.177318422534e-13       0.000000000000e+00       3.271469097070e-14       3.664150146841e-15      -6.167965782067e-16 
  637       2.524658381216e-10       4.096735764883e-12       5.472288777882e-13       0.000000000000e+00       3.252741013534e-14       3.699887492985e-15      -6.198305942430e-16 
  638       2.515888439335e-10       4.132133072833e-12       3.734735617151e-13       0.000000000000e+00       3.234148734356e-14       3.735482643257e-15      -6.227678695400e-16 
  639       2.507304635522e-10       4.167107970573e-12       1.965395496650e-13       0.000000000000e+00       3.215691321862e-14       3.770919639513e-15      -6.256097385476e-16 
  640       2.498910639623e-10       4.201646785315e-12       1.650164305036e-14       0.000000000000e+00       3.197367805344e-14       3.806182346925e-15      -6.283575616390e-16 
  641       2.490710145920e-10       4.235735720608e-12      -1.665642062093e-13       0.000000000000e+00       3.179177180900e-14       3.841254453328e-15      -6.310127252233e-16 
  642       2.482706873197e-10       4.269360855929e-12      -3.525808909623e-13       0.000000000000e+00       3.161118411270e-14       3.876119468564e-15      -6.335766418596e-16 
  643       2.474904564803e-10       4.302508146262e-12      -5.414701440996e-13       0.000000000000e+00       3.143190425670e-14       3.910760723829e-15      -6.360507503703e-16 
  644       2.467306988717e-10       4.335163421686e-12      -7.331525338289e-13       0.000000000000e+00       3.125392119629e-14       3.945161371017e-15      -6.384365159549e-16 
  645       2.459917937607e-10       4.367312386958e-12      -9.275474589501e-13       0.000000000000e+00       3.107722354828e-14       3.979304382069e-15      -6.407354303029e-16 
  646       2.452741228898e-10       4.398940621097e-12      -1.124573144129e-12       0.000000000000e+00       3.090179958933e-14       4.013172548316e-15      -6.429490117081e-16 
  647       2.445780704835e-10       4.430033576970e-12      -1.324146635174e-12       0.000000000000e+00       3.072763725433e-14       4.046748479824e-15      -6.450788051816e-16 
  648       2.439040232544e-10       4.460576580875e-12      -1.526183794306e-12       0.000000000000e+00       3.055472413475e-14       4.080014604742e-15      -6.471263825654e-16 
  649       2.432523704095e-10       4.490554832128e-12      -1.730599295440e-12       0.000000000000e+00       3.038304747702e-14       4.112953168647e-15      -6.490933426460e-16 
  650       2.426235036570e-10       4.519953402643e-12      -1.937306619454e-12       0.000000000000e+00       3.021259418086e-14       4.145546233892e-15      -6.509813112682e-16 
  651       2.420178172123e-10       4.548757236524e-12      -2.146218049467e-12       0.000000000000e+00       3.004335079769e-14       4.177775678944e-15      -6.527919414480e-16 
  652       2.414357078042e-10       4.576951149639e-12      -2.357244666110e-12       0.000000000000e+00       2.987530352897e-14       4.209623197741e-15      -6.545269134866e-16 
  653       2.408775746817e-10       4.604519829216e-12      -2.570296342807e-12       0.000000000000e+00       2.970843822453e-14       4.241070299028e-15      -6.561879350840e-16 
  654       2.403438196200e-10       4.631447833417e-12      -2.785281741042e-12       0.000000000000e+00       2.954274038100e-14       4.272098305707e-15      -6.577767414519e-16 
  655       2.398348469270e-10       4.657719590932e-12      -3.002108305639e-12       0.000000000000e+00       2.937819514010e-14       4.302688354186e-15      -6.592950954279e-16 
  656       2.393510634494e-10       4.683319400556e-12      -3.220682260035e-12       0.000000000000e+00       2.921478728707e-14       4.332821393715e-15      -6.607447875890e-16 
  657       2.388928785795e-10       4.708231430777e-12      -3.440908601555e-12       0.000000000000e+00       2.905250124899e-14       4.362478185744e-15      -6.621276363643e-16 
  658       2.384607042610e-10       4.732439719361e-12      -3.662691096687e-12       0.000000000000e+00       2.889132109313e-14       4.391639303257e-15      -6.634454881497e-16 
  659       2.380549549959e-10       4.755928172935e-12      -3.885932276354e-12       0.000000000000e+00       2.873123052538e-14       4.420285130129e-15      -6.647002174206e-16 
  660       2.376760478504e-10       4.778680566572e-12      -4.110533431192e-12       0.000000000000e+00       2.857221288853e-14       4.448395860462e-15      -6.658937268455e-16 
  661       2.373243226420e-10       4.800682803798e-12      -4.336397842855e-12       0.000000000000e+00       2.841425350236e-14       4.475955911590e-15      -6.670274919649e-16 
  662       2.369998005558e-10       4.821929752158e-12      -4.563440565712e-12       0.000000000000e+00       2.825734674361e-14       4.502967271223e-15      -6.681011839742e-16 
  663       2.367024202177e-10       4.842418557562e-12      -4.791578851504e-12       0.000000000000e+00       2.810148911890e-14       4.529436443339e-15      -6.691140167952e-16 
  664       2.364321170164e-10       4.862146397720e-12      -5.020728929022e-12       0.000000000000e+00       2.794667693616e-14       4.555370061728e-15      -6.700651997496e-16 
  665       2.361888230880e-10       4.881110482345e-12      -5.250806000259e-12       0.000000000000e+00       2.779290630367e-14       4.580774890555e-15      -6.709539375479e-16 
  666       2.359724673004e-10       4.899308053353e-12      -5.481724236579e-12       0.000000000000e+00       2.764017312905e-14       4.605657824912e-15      -6.717794302776e-16 
  667       2.357829752375e-10       4.916736385074e-12      -5.713396774874e-12       0.000000000000e+00       2.748847311827e-14       4.630025891377e-15      -6.725408733927e-16 
  668       2.356202691841e-10       4.933392784452e-12      -5.945735713733e-12       0.000000000000e+00       2.733780177464e-14       4.653886248566e-15      -6.732374577011e-16 
  669       2.354842681099e-10       4.949274591250e-12      -6.178652109597e-12       0.000000000000e+00       2.718815439785e-14       4.677246187693e-15      -6.738683693545e-16 
  670       2.353748876544e-10       4.964379178258e-12      -6.412055972924e-12       0.000000000000e+00       2.703952608293e-14       4.700113133125e-15      -6.744327898361e-16 
  671       2.352920401110e-10       4.978703951490e-12      -6.645856264352e-12       0.000000000000e+00       2.689191171929e-14       4.722494642937e-15      -6.749298959497e-16 
  672       2.352356344116e-10       4.992246350397e-12      -6.879960890860e-12       0.000000000000e+00       2.674530598971e-14       4.744398409470e-15      -6.753588598080e-16 
  673       2.352055761111e-10       5.005003848066e-12      -7.114276701930e-12       0.000000000000e+00       2.659970336935e-14       4.765832259885e-15      -6.757188488216e-16 
  674       2.352017673717e-10       5.016973951424e-12      -7.348709485711e-12       0.000000000000e+00       2.645509812474e-14       4.786804156720e-15      -6.760090256874e-16 
  675       2.352241069475e-10       5.028154201447e-12      -7.583163965177e-12       0.000000000000e+00       2.631148431280e-14       4.807322198447e-15      -6.762285483773e-16 
  676       2.352724901690e-10       5.038542173360e-12      -7.817543794292e-12       0.000000000000e+00       2.616885577985e-14       4.827394620028e-15      -6.763765701266e-16 
  677       2.353468089273e-10       5.048135476843e-12      -8.051751554174e-12       0.000000000000e+00       2.602720616059e-14       4.847029793469e-15      -6.764522394231e-16 
  678       2.354469516590e-10       5.056931756236e-12      -8.285688749252e-12       0.000000000000e+00       2.588652887714e-14       4.866236228379e-15      -6.764546999954e-16 
  679       2.355728033300e-10       5.064928690742e-12      -8.519255803433e-12       0.000000000000e+00       2.574681713801e-14       4.885022572523e-15      -6.763830908014e-16 
  680       2.357242454208e-10       5.072123994633e-12      -8.752352056260e-12       0.000000000000e+00       2.560806393713e-14       4.903397612382e-15      -6.762365460173e-16 
  681       2.359011559099e-10       5.078515417453e-12      -8.984875759078e-12       0.000000000000e+00       2.547026205284e-14       4.921370273706e-15      -6.760141950259e-16 
  682       2.361034092595e-10       5.084100744223e-12      -9.216724071192e-12       0.000000000000e+00       2.533340404689e-14       4.938949622071e-15      -6.757151624056e-16 
  683       2.363308763988e-10       5.088877795647e-12      -9.447793056033e-12       0.000000000000e+00       2.519748226348e-14       4.956144863436e-15      -6.753385679185e-16 
  684       2.365834247093e-10       5.092844428312e-12      -9.677977677318e-12       0.000000000000e+00       2.506248882821e-14       4.972965344697e-15      -6.748835264996e-16 
  685       2.368609180086e-10       5.095998534897e-12      -9.907171795212e-12       0.000000000000e+00       2.492841564715e-14       4.989420554244e-15      -6.743491482449e-16 
  686       2.371632165355e-10       5.098338044377e-12      -1.013526816249e-11       0.000000000000e+00       2.479525440576e-14       5.005520122521e-15      -6.737345384006e-16 
  687       2.374901769339e-10       5.099860922223e-12      -1.036215842070e-11       0.000000000000e+00       2.466299656799e-14       5.021273822576e-15      -6.730387973510e-16 
  688       2.378416522376e-10       5.100565170612e-12      -1.058773309633e-11       0.000000000000e+00       2.453163337521e-14       5.036691570619e-15      -6.722610206080e-16 
