# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1763       5.190598728817e-11       9.335865048917e-13      -2.548199546064e-12       0.000000000000e+00       6.063396271429e-16       6.417738598220e-18       7.327662561649e-18 
 1764       5.183291214663e-11       9.270669841601e-13      -2.502982960715e-12       0.000000000000e+00       6.048759093033e-16       6.587165380242e-18       7.048938519305e-18 
 1765       5.175698007373e-11       9.208182424489e-13      -2.457752052024e-12       0.000000000000e+00       6.034163855343e-16       6.763978762895e-18       6.771309168981e-18 
 1766       5.167821273706e-11       9.148396931242e-13      -2.412524211174e-12       0.000000000000e+00       6.019610432243e-16       6.948326121690e-18       6.494796110666e-18 
 1767       5.159663193346e-11       9.091307436417e-13      -2.367316907474e-12       0.000000000000e+00       6.005098696232e-16       7.140355417313e-18       6.219421024594e-18 
 1768       5.151225958919e-11       9.036907955370e-13      -2.322147688471e-12       0.000000000000e+00       5.990628518419e-16       7.340215196422e-18       5.945205671355e-18 
 1769       5.142511776013e-11       8.985192444156e-13      -2.277034180057e-12       0.000000000000e+00       5.976199768522e-16       7.548054592433e-18       5.672171891992e-18 
 1770       5.133522863200e-11       8.936154799431e-13      -2.231994086582e-12       0.000000000000e+00       5.961812314864e-16       7.764023326308e-18       5.400341608108e-18 
 1771       5.124261452052e-11       8.889788858349e-13      -2.187045190962e-12       0.000000000000e+00       5.947466024376e-16       7.988271707351e-18       5.129736821972e-18 
 1772       5.114729787164e-11       8.846088398467e-13      -2.142205354791e-12       0.000000000000e+00       5.933160762585e-16       8.220950633989e-18       4.860379616618e-18 
 1773       5.104930126173e-11       8.805047137645e-13      -2.097492518449e-12       0.000000000000e+00       5.918896393622e-16       8.462211594570e-18       4.592292155955e-18 
 1774       5.094864739775e-11       8.766658733943e-13      -2.052924701211e-12       0.000000000000e+00       5.904672780211e-16       8.712206668148e-18       4.325496684867e-18 
 1775       5.084535911749e-11       8.730916785526e-13      -2.008520001364e-12       0.000000000000e+00       5.890489783673e-16       8.971088525273e-18       4.060015529318e-18 
 1776       5.073945938974e-11       8.697814830565e-13      -1.964296596306e-12       0.000000000000e+00       5.876347263919e-16       9.239010428783e-18       3.795871096456e-18 
 1777       5.063097131448e-11       8.667346347132e-13      -1.920272742666e-12       0.000000000000e+00       5.862245079450e-16       9.516126234592e-18       3.533085874718e-18 
 1778       5.051991812309e-11       8.639504753108e-13      -1.876466776409e-12       0.000000000000e+00       5.848183087353e-16       9.802590392479e-18       3.271682433933e-18 
 1779       5.040632317857e-11       8.614283406078e-13      -1.832897112945e-12       0.000000000000e+00       5.834161143301e-16       1.009855794688e-17       3.011683425428e-18 
 1780       5.029020997568e-11       8.591675603237e-13      -1.789582247245e-12       0.000000000000e+00       5.820179101548e-16       1.040418453768e-17       2.753111582127e-18 
 1781       5.017160214120e-11       8.571674581285e-13      -1.746540753943e-12       0.000000000000e+00       5.806236814927e-16       1.071962640098e-17       2.495989718661e-18 
 1782       5.005052343407e-11       8.554273516331e-13      -1.703791287453e-12       0.000000000000e+00       5.792334134850e-16       1.104504036994e-17       2.240340731470e-18 
 1783       4.992699774563e-11       8.539465523795e-13      -1.661352582074e-12       0.000000000000e+00       5.778470911303e-16       1.138058387550e-17       1.986187598906e-18 
 1784       4.980104909980e-11       8.527243658305e-13      -1.619243452104e-12       0.000000000000e+00       5.764646992843e-16       1.172641494724e-17       1.733553381337e-18 
 1785       4.967270165328e-11       8.517600913602e-13      -1.577482791947e-12       0.000000000000e+00       5.750862226597e-16       1.208269221409e-17       1.482461221253e-18 
 1786       4.954197969572e-11       8.510530222437e-13      -1.536089576225e-12       0.000000000000e+00       5.737116458263e-16       1.244957490520e-17       1.232934343366e-18 
 1787       4.940890764998e-11       8.506024456472e-13      -1.495082859887e-12       0.000000000000e+00       5.723409532099e-16       1.282722285068e-17       9.849960547219e-19 
 1788       4.927351007226e-11       8.504076426185e-13      -1.454481778318e-12       0.000000000000e+00       5.709741290928e-16       1.321579648240e-17       7.386697447947e-19 
 1789       4.913581165233e-11       8.504678880765e-13      -1.414305547453e-12       0.000000000000e+00       5.696111576134e-16       1.361545683480e-17       4.939788855980e-19 
 1790       4.899583721374e-11       8.507824508017e-13      -1.374573463881e-12       0.000000000000e+00       5.682520227656e-16       1.402636554564e-17       2.509470317854e-19 
 1791       4.885361171398e-11       8.513505934260e-13      -1.335304904960e-12       0.000000000000e+00       5.668967083992e-16       1.444868485682e-17       9.597820756163e-21 
 1792       4.870916410153e-11       8.521711021198e-13      -1.296517334093e-12       0.000000000000e+00       5.655451993651e-16       1.488251324641e-17      -2.300551643566e-19 
 1793       4.856253892096e-11       8.532408714735e-13      -1.258220298516e-12       0.000000000000e+00       5.641974849652e-16       1.532769174844e-17      -4.680388964357e-19 
 1794       4.841378480298e-11       8.545563080406e-13      -1.220421382717e-12       0.000000000000e+00       5.628535555304e-16       1.578399605314e-17      -7.043906514947e-19 
 1795       4.826295061657e-11       8.561137995642e-13      -1.183128198853e-12       0.000000000000e+00       5.615134012768e-16       1.625120073046e-17      -9.391478944454e-19 
 1796       4.811008546928e-11       8.579097149500e-13      -1.146348386787e-12       0.000000000000e+00       5.601770123058e-16       1.672907922855e-17      -1.172348279373e-18 
 1797       4.795523870763e-11       8.599404042384e-13      -1.110089614123e-12       0.000000000000e+00       5.588443786038e-16       1.721740387205e-17      -1.404029649810e-18 
 1798       4.779845991740e-11       8.622021985770e-13      -1.074359576241e-12       0.000000000000e+00       5.575154900417e-16       1.771594586055e-17      -1.634230039012e-18 
 1799       4.763979892400e-11       8.646914101934e-13      -1.039165996334e-12       0.000000000000e+00       5.561903363749e-16       1.822447526692e-17      -1.862987670230e-18 
 1800       4.747930579279e-11       8.674043323675e-13      -1.004516625444e-12       0.000000000000e+00       5.548689072434e-16       1.874276103574e-17      -2.090340956987e-18 
 1801       4.731703082944e-11       8.703372394042e-13      -9.704192424926e-13       0.000000000000e+00       5.535511921709e-16       1.927057098166e-17      -2.316328503353e-18 
 1802       4.715302458027e-11       8.734863866054e-13      -9.368816543237e-13       0.000000000000e+00       5.522371805655e-16       1.980767178780e-17      -2.540989104216e-18 
 1803       4.698733783258e-11       8.768480102433e-13      -9.039116957340e-13       0.000000000000e+00       5.509268617185e-16       2.035382900411e-17      -2.764361745561e-18 
 1804       4.682002161498e-11       8.804183275321e-13      -8.715172295100e-13       0.000000000000e+00       5.496202248052e-16       2.090880704580e-17      -2.986485604742e-18 
 1805       4.665112719778e-11       8.841935366012e-13      -8.397061464638e-13       0.000000000000e+00       5.483172588837e-16       2.147236919166e-17      -3.207400050756e-18 
 1806       4.648070609327e-11       8.881698164672e-13      -8.084863654684e-13       0.000000000000e+00       5.470179528957e-16       2.204427758253e-17      -3.427144644520e-18 
 1807       4.630881005610e-11       8.923433270067e-13      -7.778658334932e-13       0.000000000000e+00       5.457222956654e-16       2.262429321961e-17      -3.645759139142e-18 
 1808       4.613549108360e-11       8.967102089287e-13      -7.478525256393e-13       0.000000000000e+00       5.444302759000e-16       2.321217596290e-17      -3.863283480201e-18 
 1809       4.596080141615e-11       9.012665837470e-13      -7.184544451756e-13       0.000000000000e+00       5.431418821891e-16       2.380768452953e-17      -4.079757806016e-18 
 1810       4.578479353747e-11       9.060085537529e-13      -6.896796235737e-13       0.000000000000e+00       5.418571030046e-16       2.441057649221e-17      -4.295222447921e-18 
 1811       4.560752017503e-11       9.109322019879e-13      -6.615361205439e-13       0.000000000000e+00       5.405759267005e-16       2.502060827757e-17      -4.509717930546e-18 
 1812       4.542903430034e-11       9.160335922154e-13      -6.340320240704e-13       0.000000000000e+00       5.392983415126e-16       2.563753516455e-17      -4.723284972082e-18 
 1813       4.524938912928e-11       9.213087688943e-13      -6.071754504471e-13       0.000000000000e+00       5.380243355587e-16       2.626111128282e-17      -4.935964484563e-18 
 1814       4.506863812249e-11       9.267537571506e-13      -5.809745443130e-13       0.000000000000e+00       5.367538968379e-16       2.689108961112e-17      -5.147797574138e-18 
 1815       4.488683498570e-11       9.323645627504e-13      -5.554374786874e-13       0.000000000000e+00       5.354870132304e-16       2.752722197566e-17      -5.358825541344e-18 
 1816       4.470403367003e-11       9.381371720723e-13      -5.305724550062e-13       0.000000000000e+00       5.342236724980e-16       2.816925904854e-17      -5.569089881384e-18 
 1817       4.452028837237e-11       9.440675520799e-13      -5.063877031566e-13       0.000000000000e+00       5.329638622831e-16       2.881695034609e-17      -5.778632284397e-18 
 1818       4.433565353570e-11       9.501516502941e-13      -4.828914815133e-13       0.000000000000e+00       5.317075701087e-16       2.947004422728e-17      -5.987494635737e-18 
 1819       4.415018384946e-11       9.563853947661e-13      -4.600920769734e-13       0.000000000000e+00       5.304547833784e-16       3.012828789208e-17      -6.195719016245e-18 
 1820       4.396393424986e-11       9.627646940493e-13      -4.379978049924e-13       0.000000000000e+00       5.292054893764e-16       3.079142737989e-17      -6.403347702524e-18 
 1821       4.377695992023e-11       9.692854371724e-13      -4.166170096198e-13       0.000000000000e+00       5.279596752664e-16       3.145920756789e-17      -6.610423167214e-18 
 1822       4.358931629138e-11       9.759434936115e-13      -3.959580635339e-13       0.000000000000e+00       5.267173280926e-16       3.213137216944e-17      -6.816988079266e-18 
 1823       4.340105904189e-11       9.827347132626e-13      -3.760293680783e-13       0.000000000000e+00       5.254784347785e-16       3.280766373245e-17      -7.023085304218e-18 
 1824       4.321224409852e-11       9.896549264145e-13      -3.568393532967e-13       0.000000000000e+00       5.242429821272e-16       3.348782363780e-17      -7.228757904466e-18 
 1825       4.302292763651e-11       9.966999437209e-13      -3.383964779688e-13       0.000000000000e+00       5.230109568212e-16       3.417159209768e-17      -7.434049139543e-18 
 1826       4.283316607991e-11       1.003865556173e-12      -3.207092296455e-13       0.000000000000e+00       5.217823454220e-16       3.485870815401e-17      -7.639002466389e-18 
 1827       4.264301610196e-11       1.011147535072e-12      -3.037861246848e-13       0.000000000000e+00       5.205571343700e-16       3.554890967682e-17      -7.843661539632e-18 
 1828       4.245253462540e-11       1.018541632003e-12      -2.876357082872e-13       0.000000000000e+00       5.193353099843e-16       3.624193336262e-17      -8.048070211854e-18 
 1829       4.226177882282e-11       1.026043578803e-12      -2.722665545311e-13       0.000000000000e+00       5.181168584626e-16       3.693751473281e-17      -8.252272533873e-18 
 1830       4.207080611699e-11       1.033649087540e-12      -2.576872664084e-13       0.000000000000e+00       5.169017658807e-16       3.763538813203e-17      -8.456312755013e-18 
 1831       4.187967193547e-11       1.041353863158e-12      -2.439043578401e-13       0.000000000000e+00       5.156900191659e-16       3.833531618286e-17      -8.660208694371e-18 
 1832       4.168842295394e-11       1.049153641595e-12      -2.309158811440e-13       0.000000000000e+00       5.144816090249e-16       3.903717841043e-17      -8.863871621359e-18 
 1833       4.149710379955e-11       1.057044151919e-12      -2.187177487069e-13       0.000000000000e+00       5.132765270388e-16       3.974088332289e-17      -9.067185735372e-18 
 1834       4.130575929198e-11       1.065021103645e-12      -2.073058463407e-13       0.000000000000e+00       5.120747646918e-16       4.044633901886e-17      -9.270034735992e-18 
 1835       4.111443444377e-11       1.073080186715e-12      -1.966760332422e-13       0.000000000000e+00       5.108763133710e-16       4.115345318689e-17      -9.472301822312e-18 
 1836       4.092317446055e-11       1.081217071464e-12      -1.868241419532e-13       0.000000000000e+00       5.096811643660e-16       4.186213310489e-17      -9.673869692253e-18 
 1837       4.073202474129e-11       1.089427408601e-12      -1.777459783200e-13       0.000000000000e+00       5.084893088693e-16       4.257228563957e-17      -9.874620541892e-18 
 1838       4.054103087857e-11       1.097706829173e-12      -1.694373214529e-13       0.000000000000e+00       5.073007379756e-16       4.328381724589e-17      -1.007443606478e-17 
 1839       4.035023865887e-11       1.106050944545e-12      -1.618939236866e-13       0.000000000000e+00       5.061154426817e-16       4.399663396646e-17      -1.027319745127e-17 
 1840       4.015969406276e-11       1.114455346370e-12      -1.551115105395e-13       0.000000000000e+00       5.049334138868e-16       4.471064143103e-17      -1.047078538783e-17 
 1841       3.996944326524e-11       1.122915606561e-12      -1.490857806733e-13       0.000000000000e+00       5.037546423916e-16       4.542574485592e-17      -1.066708005637e-17 
 1842       3.977953263596e-11       1.131427277267e-12      -1.438124058532e-13       0.000000000000e+00       5.025791188989e-16       4.614184904342e-17      -1.086196113355e-17 
 1843       3.959000873946e-11       1.139985890844e-12      -1.392870309076e-13       0.000000000000e+00       5.014068340128e-16       4.685885838127e-17      -1.105530779015e-17 
 1844       3.940091833550e-11       1.148586959828e-12      -1.355052736875e-13       0.000000000000e+00       5.002377782389e-16       4.757667684209e-17      -1.124699869031e-17 
 1845       3.921230837923e-11       1.157225976907e-12      -1.324627250265e-13       0.000000000000e+00       4.990719419840e-16       4.829520798282e-17      -1.143691199094e-17 
 1846       3.902422602154e-11       1.165898414897e-12      -1.301549487006e-13       0.000000000000e+00       4.979093155560e-16       4.901435494412e-17      -1.162492534098e-17 
 1847       3.883671860924e-11       1.174599726711e-12      -1.285774813878e-13       0.000000000000e+00       4.967498891636e-16       4.973402044990e-17      -1.181091588075e-17 
 1848       3.864983368539e-11       1.183325345337e-12      -1.277258326280e-13       0.000000000000e+00       4.955936529165e-16       5.045410680666e-17      -1.199476024125e-17 
 1849       3.846361898952e-11       1.192070683806e-12      -1.275954847828e-13       0.000000000000e+00       4.944405968246e-16       5.117451590300e-17      -1.217633454351e-17 
 1850       3.827812245788e-11       1.200831135166e-12      -1.281818929950e-13       0.000000000000e+00       4.932907107984e-16       5.189514920901e-17      -1.235551439790e-17 
 1851       3.809339222376e-11       1.209602072459e-12      -1.294804851485e-13       0.000000000000e+00       4.921439846488e-16       5.261590777576e-17      -1.253217490345e-17 
 1852       3.790947661767e-11       1.218378848689e-12      -1.314866618282e-13       0.000000000000e+00       4.910004080863e-16       5.333669223469e-17      -1.270619064716e-17 
 1853       3.772642416768e-11       1.227156796796e-12      -1.341957962794e-13       0.000000000000e+00       4.898599707218e-16       5.405740279708e-17      -1.287743570335e-17 
 1854       3.754428359961e-11       1.235931229631e-12      -1.376032343681e-13       0.000000000000e+00       4.887226620657e-16       5.477793925347e-17      -1.304578363295e-17 
 1855       3.736310383736e-11       1.244697439929e-12      -1.417042945402e-13       0.000000000000e+00       4.875884715280e-16       5.549820097314e-17      -1.321110748285e-17 
 1856       3.718293400309e-11       1.253450700279e-12      -1.464942677815e-13       0.000000000000e+00       4.864573884180e-16       5.621808690349e-17      -1.337327978521e-17 
 1857       3.700382341756e-11       1.262186263099e-12      -1.519684175776e-13       0.000000000000e+00       4.853294019445e-16       5.693749556953e-17      -1.353217255677e-17 
 1858       3.682582160034e-11       1.270899360608e-12      -1.581219798733e-13       0.000000000000e+00       4.842045012152e-16       5.765632507327e-17      -1.368765729819e-17 
 1859       3.664897827009e-11       1.279585204803e-12      -1.649501630327e-13       0.000000000000e+00       4.830826752366e-16       5.837447309323e-17      -1.383960499338e-17 
 1860       3.647334334482e-11       1.288238987424e-12      -1.724481477987e-13       0.000000000000e+00       4.819639129142e-16       5.909183688380e-17      -1.398788610879e-17 
 1861       3.629896694215e-11       1.296855879934e-12      -1.806110872531e-13       0.000000000000e+00       4.808482030520e-16       5.980831327474e-17      -1.413237059274e-17 
 1862       3.612589937954e-11       1.305431033490e-12      -1.894341067758e-13       0.000000000000e+00       4.797355343522e-16       6.052379867059e-17      -1.427292787478e-17 
 1863       3.595419117463e-11       1.313959578914e-12      -1.989123040052e-13       0.000000000000e+00       4.786258954156e-16       6.123818905011e-17      -1.440942686497e-17 
 1864       3.578389304541e-11       1.322436626670e-12      -2.090407487974e-13       0.000000000000e+00       4.775192747408e-16       6.195137996573e-17      -1.454173595320e-17 
 1865       3.561505591052e-11       1.330857266830e-12      -2.198144831864e-13       0.000000000000e+00       4.764156607244e-16       6.266326654300e-17      -1.466972300856e-17 
 1866       3.544773088954e-11       1.339216569056e-12      -2.312285213434e-13       0.000000000000e+00       4.753150416608e-16       6.337374347999e-17      -1.479325537859e-17 
 1867       3.528196930319e-11       1.347509582565e-12      -2.432778495371e-13       0.000000000000e+00       4.742174057419e-16       6.408270504677e-17      -1.491219988868e-17 
 1868       3.511782267364e-11       1.355731336108e-12      -2.559574260929e-13       0.000000000000e+00       4.731227410571e-16       6.479004508483e-17      -1.502642284132e-17 
 1869       3.495534272475e-11       1.363876837938e-12      -2.692621813531e-13       0.000000000000e+00       4.720310355930e-16       6.549565700653e-17      -1.513579001547e-17 
 1870       3.479457537196e-11       1.371941492655e-12      -2.831859353649e-13       0.000000000000e+00       4.709422780617e-16       6.619943656528e-17      -1.524020563235e-17 
 1871       3.463554264008e-11       1.379922355348e-12      -2.977181417650e-13       0.000000000000e+00       4.698564603930e-16       6.690129019111e-17      -1.533972958761e-17 
 1872       3.447826060448e-11       1.387816887216e-12      -3.128471183331e-13       0.000000000000e+00       4.687735752615e-16       6.760112671921e-17      -1.543446113526e-17 
 1873       3.432274538873e-11       1.395622539571e-12      -3.285611268719e-13       0.000000000000e+00       4.676936152595e-16       6.829885462465e-17      -1.552450000514e-17 
 1874       3.416901316462e-11       1.403336753830e-12      -3.448483731306e-13       0.000000000000e+00       4.666165728972e-16       6.899438202192e-17      -1.560994640355e-17 
 1875       3.401708015219e-11       1.410956961502e-12      -3.616970067273e-13       0.000000000000e+00       4.655424406024e-16       6.968761666446e-17      -1.569090101396e-17 
 1876       3.386696261986e-11       1.418480584172e-12      -3.790951210712e-13       0.000000000000e+00       4.644712107203e-16       7.037846594418e-17      -1.576746499760e-17 
 1877       3.371867688440e-11       1.425905033494e-12      -3.970307532859e-13       0.000000000000e+00       4.634028755135e-16       7.106683689099e-17      -1.583973999420e-17 
 1878       3.357223931104e-11       1.433227711171e-12      -4.154918841316e-13       0.000000000000e+00       4.623374271619e-16       7.175263617238e-17      -1.590782812258e-17 
 1879       3.342766631351e-11       1.440446008949e-12      -4.344664379279e-13       0.000000000000e+00       4.612748577622e-16       7.243577009289e-17      -1.597183198133e-17 
 1880       3.328497435409e-11       1.447557308599e-12      -4.539422824764e-13       0.000000000000e+00       4.602151593283e-16       7.311614459370e-17      -1.603185464947e-17 
 1881       3.314417994366e-11       1.454558981908e-12      -4.739072289833e-13       0.000000000000e+00       4.591583237908e-16       7.379366525213e-17      -1.608799968713e-17 
 1882       3.300529964176e-11       1.461448390664e-12      -4.943490319821e-13       0.000000000000e+00       4.581043429969e-16       7.446823728119e-17      -1.614037113616e-17 
 1883       3.286835005665e-11       1.468222886646e-12      -5.152553892562e-13       0.000000000000e+00       4.570532087104e-16       7.513976552911e-17      -1.618907352085e-17 
 1884       3.273334784537e-11       1.474879811607e-12      -5.366139417616e-13       0.000000000000e+00       4.560049126115e-16       7.580815447888e-17      -1.623421184852e-17 
 1885       3.260030971376e-11       1.481416497264e-12      -5.584122735494e-13       0.000000000000e+00       4.549594462965e-16       7.647330824778e-17      -1.627589161023e-17 
 1886       3.246925241656e-11       1.487830265286e-12      -5.806379116887e-13       0.000000000000e+00       4.539168012779e-16       7.713513058689e-17      -1.631421878143e-17 
 1887       3.234019275743e-11       1.494118427280e-12      -6.032783261887e-13       0.000000000000e+00       4.528769689842e-16       7.779352488068e-17      -1.634929982260e-17 
 1888       3.221314758902e-11       1.500278284777e-12      -6.263209299221e-13       0.000000000000e+00       4.518399407597e-16       7.844839414650e-17      -1.638124167991e-17 
 1889       3.208813381304e-11       1.506307129221e-12      -6.497530785471e-13       0.000000000000e+00       4.508057078643e-16       7.909964103412e-17      -1.641015178590e-17 
 1890       3.196516838028e-11       1.512202241958e-12      -6.735620704303e-13       0.000000000000e+00       4.497742614737e-16       7.974716782529e-17      -1.643613806013e-17 
 1891       3.184426829068e-11       1.517960894219e-12      -6.977351465693e-13       0.000000000000e+00       4.487455926788e-16       8.039087643325e-17      -1.645930890981e-17 
 1892       3.172545059339e-11       1.523580347109e-12      -7.222594905154e-13       0.000000000000e+00       4.477196924858e-16       8.103066840226e-17      -1.647977323050e-17 
 1893       3.160873238682e-11       1.529057851597e-12      -7.471222282961e-13       0.000000000000e+00       4.466965518162e-16       8.166644490715e-17      -1.649764040676e-17 
 1894       3.149413081870e-11       1.534390648498e-12      -7.723104283379e-13       0.000000000000e+00       4.456761615062e-16       8.229810675286e-17      -1.651302031276e-17 
 1895       3.138166308612e-11       1.539575968467e-12      -7.978111013888e-13       0.000000000000e+00       4.446585123073e-16       8.292555437396e-17      -1.652602331302e-17 
 1896       3.127134643561e-11       1.544611031978e-12      -8.236112004410e-13       0.000000000000e+00       4.436435948854e-16       8.354868783418e-17      -1.653676026301e-17 
 1897       3.116319816316e-11       1.549493049320e-12      -8.496976206535e-13       0.000000000000e+00       4.426313998211e-16       8.416740682597e-17      -1.654534250981e-17 
 1898       3.105723561430e-11       1.554219220576e-12      -8.760571992748e-13       0.000000000000e+00       4.416219176094e-16       8.478161067001e-17      -1.655188189280e-17 
 1899       3.095347618416e-11       1.558786735618e-12      -9.026767155654e-13       0.000000000000e+00       4.406151386598e-16       8.539119831473e-17      -1.655649074430e-17 
 1900       3.085193731749e-11       1.563192774087e-12      -9.295428907207e-13       0.000000000000e+00       4.396110532957e-16       8.599606833592e-17      -1.655928189020e-17 
 1901       3.075263650874e-11       1.567434505387e-12      -9.566423877933e-13       0.000000000000e+00       4.386096517549e-16       8.659611893616e-17      -1.656036865070e-17 
 1902       3.065559130214e-11       1.571509088666e-12      -9.839618116159e-13       0.000000000000e+00       4.376109241887e-16       8.719124794442e-17      -1.655986484086e-17 
 1903       3.056081929169e-11       1.575413672809e-12      -1.011487708724e-12       0.000000000000e+00       4.366148606625e-16       8.778135281561e-17      -1.655788477136e-17 
 1904       3.046833812127e-11       1.579145396420e-12      -1.039206567278e-12       0.000000000000e+00       4.356214511551e-16       8.836633063004e-17      -1.655454324908e-17 
 1905       3.037816548467e-11       1.582701387814e-12      -1.067104816986e-12       0.000000000000e+00       4.346306855591e-16       8.894607809304e-17      -1.654995557781e-17 
 1906       3.029031912564e-11       1.586078765000e-12      -1.095168829028e-12       0.000000000000e+00       4.336425536801e-16       8.952049153442e-17      -1.654423755887e-17 
 1907       3.020481683797e-11       1.589274635673e-12      -1.123384915976e-12       0.000000000000e+00       4.326570452372e-16       9.008946690806e-17      -1.653750549182e-17 
 1908       3.012167646551e-11       1.592286097195e-12      -1.151739331718e-12       0.000000000000e+00       4.316741498623e-16       9.065289979142e-17      -1.652987617505e-17 
 1909       3.004091012350e-11       1.595110770270e-12      -1.180218649648e-12       0.000000000000e+00       4.306938578062e-16       9.121068920893e-17      -1.652144634501e-17 
 1910       2.996250681383e-11       1.597748404444e-12      -1.208810900562e-12       0.000000000000e+00       4.297161620604e-16       9.176274913515e-17      -1.651223082005e-17 
 1911       2.988644967658e-11       1.600199284885e-12      -1.237504443330e-12       0.000000000000e+00       4.287410562511e-16       9.230899707887e-17      -1.650222388367e-17 
 1912       2.981272175657e-11       1.602463699823e-12      -1.266287587359e-12       0.000000000000e+00       4.277685339346e-16       9.284935026694e-17      -1.649141980289e-17 
 1913       2.974130600322e-11       1.604541940557e-12      -1.295148592524e-12       0.000000000000e+00       4.267985885976e-16       9.338372564391e-17      -1.647981282831e-17 
 1914       2.967218527040e-11       1.606434301459e-12      -1.324075669107e-12       0.000000000000e+00       4.258312136568e-16       9.391203987168e-17      -1.646739719400e-17 
 1915       2.960534231628e-11       1.608141079978e-12      -1.353056977730e-12       0.000000000000e+00       4.248664024589e-16       9.443420932919e-17      -1.645416711756e-17 
 1916       2.954075980325e-11       1.609662576646e-12      -1.382080629289e-12       0.000000000000e+00       4.239041482803e-16       9.495015011207e-17      -1.644011680006e-17 
 1917       2.947842029772e-11       1.610999095081e-12      -1.411134684890e-12       0.000000000000e+00       4.229444443275e-16       9.545977803228e-17      -1.642524042603e-17 
 1918       2.941830627005e-11       1.612150941995e-12      -1.440207155788e-12       0.000000000000e+00       4.219872837361e-16       9.596300861779e-17      -1.640953216344e-17 
 1919       2.936040009434e-11       1.613118427194e-12      -1.469286003315e-12       0.000000000000e+00       4.210326595717e-16       9.645975711226e-17      -1.639298616370e-17 
 1920       2.930468404835e-11       1.613901863589e-12      -1.498359138820e-12       0.000000000000e+00       4.200805648290e-16       9.694993847465e-17      -1.637559656160e-17 
 1921       2.925114031336e-11       1.614501567195e-12      -1.527414423603e-12       0.000000000000e+00       4.191309924321e-16       9.743346737892e-17      -1.635735747535e-17 
 1922       2.919975097400e-11       1.614917857139e-12      -1.556439668849e-12       0.000000000000e+00       4.181839352341e-16       9.791025821367e-17      -1.633826300650e-17 
 1923       2.915049801814e-11       1.615151055666e-12      -1.585422635565e-12       0.000000000000e+00       4.172393860174e-16       9.838022508181e-17      -1.631830723997e-17 
 1924       2.910336333677e-11       1.615201488138e-12      -1.614351034513e-12       0.000000000000e+00       4.162973374932e-16       9.884328180024e-17      -1.629748424401e-17 
 1925       2.905832872382e-11       1.615069483047e-12      -1.643212526147e-12       0.000000000000e+00       4.153577823015e-16       9.929934189945e-17      -1.627578807018e-17 
 1926       2.901537587606e-11       1.614755372014e-12      -1.671994720546e-12       0.000000000000e+00       4.144207130111e-16       9.974831862325e-17      -1.625321275334e-17 
 1927       2.897448639295e-11       1.614259489793e-12      -1.700685177352e-12       0.000000000000e+00       4.134861221193e-16       1.001901249284e-16      -1.622975231162e-17 
 1928       2.893564177652e-11       1.613582174283e-12      -1.729271405702e-12       0.000000000000e+00       4.125540020520e-16       1.006246734842e-16      -1.620540074643e-17 
 1929       2.889882343120e-11       1.612723766525e-12      -1.757740864164e-12       0.000000000000e+00       4.116243451633e-16       1.010518766724e-16      -1.618015204240e-17 
 1930       2.886401266372e-11       1.611684610709e-12      -1.786080960674e-12       0.000000000000e+00       4.106971437356e-16       1.014716465865e-16      -1.615400016739e-17 
 1931       2.883119068297e-11       1.610465054184e-12      -1.814279052469e-12       0.000000000000e+00       4.097723899796e-16       1.018838950316e-16      -1.612693907247e-17 
 1932       2.880033859983e-11       1.609065447453e-12      -1.842322446023e-12       0.000000000000e+00       4.088500760339e-16       1.022885335242e-16      -1.609896269190e-17 
 1933       2.877143742708e-11       1.607486144189e-12      -1.870198396981e-12       0.000000000000e+00       4.079301939650e-16       1.026854732915e-16      -1.607006494309e-17 
 1934       2.874446807923e-11       1.605727501229e-12      -1.897894110095e-12       0.000000000000e+00       4.070127357671e-16       1.030746252715e-16      -1.604023972661e-17 
 1935       2.871941137241e-11       1.603789878588e-12      -1.925396739159e-12       0.000000000000e+00       4.060976933623e-16       1.034559001123e-16      -1.600948092618e-17 
 1936       2.869624802422e-11       1.601673639458e-12      -1.952693386946e-12       0.000000000000e+00       4.051850586001e-16       1.038292081718e-16      -1.597778240860e-17 
 1937       2.867495865358e-11       1.599379150215e-12      -1.979771105137e-12       0.000000000000e+00       4.042748232576e-16       1.041944595177e-16      -1.594513802379e-17 
 1938       2.865552378064e-11       1.596906780424e-12      -2.006616894265e-12       0.000000000000e+00       4.033669790391e-16       1.045515639268e-16      -1.591154160474e-17 
 1939       2.863792382659e-11       1.594256902842e-12      -2.033217703641e-12       0.000000000000e+00       4.024615175761e-16       1.049004308846e-16      -1.587698696748e-17 
 1940       2.862213911357e-11       1.591429893426e-12      -2.059560431296e-12       0.000000000000e+00       4.015584304274e-16       1.052409695854e-16      -1.584146791112e-17 
