# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  271       6.525988781842e-10       6.116427982433e-13       1.240750684823e-11       3.516655875840e-15       5.957059253384e-13       1.330988829552e-13       1.558345658991e-15 
  272       6.489947321003e-10       6.287631175895e-13       1.257085463741e-11       3.539316096592e-15       5.888763053199e-13       1.315542175745e-13       1.582259230976e-15 
  273       6.453439698140e-10       6.461616325300e-13       1.273091137878e-11       3.561906799322e-15       5.821491147797e-13       1.300264632916e-13       1.605740891708e-15 
  274       6.416479656485e-10       6.638359967968e-13       1.288758458394e-11       3.584425558758e-15       5.755208083994e-13       1.285139226001e-13       1.628785057612e-15 
  275       6.379081252797e-10       6.817837291987e-13       1.304078114871e-11       3.606869942656e-15       5.689876428624e-13       1.270148301077e-13       1.651386268871e-15 
  276       6.341258859344e-10       7.000022122830e-13       1.319040735429e-11       3.629237511908e-15       5.625456746873e-13       1.255273518453e-13       1.673539191513e-15 
  277       6.303027165888e-10       7.184886909981e-13       1.333636886855e-11       3.651525820651e-15       5.561907580608e-13       1.240495845763e-13       1.695238619487e-15 
  278       6.264401181667e-10       7.372402713553e-13       1.347857074727e-11       3.673732416369e-15       5.499185426720e-13       1.225795551060e-13       1.716479476754e-15 
  279       6.225395427111e-10       7.562538219698e-13       1.361692496364e-11       3.695855056786e-15       5.437252971227e-13       1.211156248575e-13       1.737257955465e-15 
  280       6.186021458573e-10       7.755256757856e-13       1.375137342626e-11       3.717892372746e-15       5.376104308387e-13       1.196577282234e-13       1.757574991507e-15 
  281       6.146290219224e-10       7.950519102908e-13       1.388186615609e-11       3.739843239884e-15       5.315740985950e-13       1.182061970259e-13       1.777432973079e-15 
  282       6.106212838494e-10       8.148284417679e-13       1.400835387830e-11       3.761706565371e-15       5.256163858126e-13       1.167613609609e-13       1.796834624623e-15 
  283       6.065800632815e-10       8.348510238066e-13       1.413078803505e-11       3.783481288357e-15       5.197373076600e-13       1.153235475301e-13       1.815783010649e-15 
  284       6.025065106355e-10       8.551152458173e-13       1.424912079830e-11       3.805166380407e-15       5.139368081551e-13       1.138930819721e-13       1.834281539564e-15 
  285       5.984017951759e-10       8.756165315436e-13       1.436330508257e-11       3.826760845943e-15       5.082147592664e-13       1.124702871948e-13       1.852333967500e-15 
  286       5.942671050885e-10       8.963501375760e-13       1.447329455782e-11       3.848263722682e-15       5.025709600150e-13       1.110554837071e-13       1.869944402143e-15 
  287       5.901036475541e-10       9.173111518646e-13       1.457904366213e-11       3.869674082079e-15       4.970051355760e-13       1.096489895505e-13       1.887117306559e-15 
  288       5.859126488224e-10       9.384944922322e-13       1.468050761460e-11       3.890991029759e-15       4.915169363800e-13       1.082511202309e-13       1.903857503023e-15 
  289       5.816953542858e-10       9.598949048878e-13       1.477764242808e-11       3.912213705967e-15       4.861059372152e-13       1.068621886506e-13       1.920170176848e-15 
  290       5.774530285532e-10       9.815069629390e-13       1.487040492201e-11       3.933341285998e-15       4.807716363284e-13       1.054825050399e-13       1.936060880212e-15 
  291       5.731869555235e-10       1.003325064906e-12       1.495875273516e-11       3.954372980643e-15       4.755134545269e-13       1.041123768889e-13       1.951535535985e-15 
  292       5.688984384598e-10       1.025343433233e-12       1.504264433851e-11       3.975308036623e-15       4.703307342802e-13       1.027521088797e-13       1.966600441561e-15 
  293       5.645888000628e-10       1.047556112803e-12       1.512203904794e-11       3.996145737036e-15       4.652227388213e-13       1.014020028173e-13       1.981262272680e-15 
  294       5.602593825449e-10       1.069956969451e-12       1.519689703714e-11       4.016885401788e-15       4.601886512488e-13       1.000623575625e-13       1.995528087262e-15 
  295       5.559115477037e-10       1.092539688476e-12       1.526717935030e-11       4.037526388039e-15       4.552275736280e-13       9.873346896257e-14       2.009405329231e-15 
  296       5.515466769959e-10       1.115297773154e-12       1.533284791499e-11       4.058068090641e-15       4.503385260928e-13       9.741562978409e-14       2.022901832344e-15 
  297       5.471661716111e-10       1.138224543252e-12       1.539386555490e-11       4.078509942574e-15       4.455204459471e-13       9.610912964401e-14       2.036025824020e-15 
  298       5.427714525456e-10       1.161313133541e-12       1.545019600267e-11       4.098851415391e-15       4.407721867668e-13       9.481425494173e-14       2.048785929167e-15 
  299       5.383639606761e-10       1.184556492307e-12       1.550180391268e-11       4.119092019654e-15       4.360925175009e-13       9.353128879089e-14       2.061191174012e-15 
  300       5.339451568334e-10       1.207947379867e-12       1.554865487381e-11       4.139231305374e-15       4.314801215736e-13       9.226051095110e-14       2.073250989926e-15 
  301       5.295165218764e-10       1.231478367082e-12       1.559071542230e-11       4.159268862452e-15       4.269335959854e-13       9.100219775975e-14       2.084975217252e-15 
  302       5.250795567657e-10       1.255141833868e-12       1.562795305449e-11       4.179204321116e-15       4.224514504151e-13       8.975662206383e-14       2.096374109138e-15 
  303       5.206357826375e-10       1.278929967709e-12       1.566033623964e-11       4.199037352364e-15       4.180321063215e-13       8.852405315171e-14       2.107458335360e-15 
  304       5.161867408774e-10       1.302834762172e-12       1.568783443273e-11       4.218767668400e-15       4.136738960444e-13       8.730475668490e-14       2.118238986151e-15 
  305       5.117339931938e-10       1.326848015421e-12       1.571041808725e-11       4.238395023077e-15       4.093750619070e-13       8.609899462989e-14       2.128727576029e-15 
  306       5.072791216922e-10       1.350961328724e-12       1.572805866799e-11       4.257919212334e-15       4.051337553167e-13       8.490702518993e-14       2.138936047628e-15 
  307       5.028237289486e-10       1.375166104976e-12       1.574072866385e-11       4.277340074634e-15       4.009480358675e-13       8.372910273680e-14       2.148876775522e-15 
  308       4.983694380838e-10       1.399453547201e-12       1.574840160061e-11       4.296657491410e-15       3.968158704411e-13       8.256547774261e-14       2.158562570055e-15 
  309       4.939178928362e-10       1.423814657075e-12       1.575105205378e-11       4.315871387498e-15       3.927351323086e-13       8.141639671162e-14       2.168006681169e-15 
  310       4.894707576367e-10       1.448240233431e-12       1.574865566132e-11       4.334981731578e-15       3.887036002321e-13       8.028210211200e-14       2.177222802231e-15 
  311       4.850297176816e-10       1.472720870779e-12       1.574118913650e-11       4.353988536616e-15       3.847189575666e-13       7.916283230766e-14       2.186225073863e-15 
  312       4.805963646434e-10       1.497247442362e-12       1.572863452717e-11       4.372891951344e-15       3.807792272408e-13       7.805877585515e-14       2.195025152716e-15 
  313       4.761718477879e-10       1.521812577165e-12       1.571099218585e-11       4.391692538486e-15       3.768841008511e-13       7.696993219080e-14       2.203623259629e-15 
  314       4.717572068131e-10       1.546409248534e-12       1.568826842646e-11       4.410391010300e-15       3.730336694824e-13       7.589624434625e-14       2.212016723586e-15 
  315       4.673534846868e-10       1.571030294923e-12       1.566047134998e-11       4.428988139249e-15       3.692279930269e-13       7.483764387683e-14       2.220202879542e-15 
  316       4.629617275794e-10       1.595668418999e-12       1.562761086253e-11       4.447484758556e-15       3.654670998213e-13       7.379405073717e-14       2.228179068643e-15 
  317       4.585829847978e-10       1.620316186750e-12       1.558969869331e-11       4.465881762748e-15       3.617509862843e-13       7.276537315700e-14       2.235942638449e-15 
  318       4.542183087183e-10       1.644966026597e-12       1.554674841265e-11       4.484180108216e-15       3.580796165536e-13       7.175150751684e-14       2.243490943153e-15 
  319       4.498687547198e-10       1.669610228501e-12       1.549877545003e-11       4.502380813758e-15       3.544529221229e-13       7.075233822369e-14       2.250821343805e-15 
  320       4.455353811172e-10       1.694240943068e-12       1.544579711209e-11       4.520484961138e-15       3.508708014797e-13       6.976773758680e-14       2.257931208533e-15 
  321       4.412192490946e-10       1.718850180664e-12       1.538783260063e-11       4.538493695632e-15       3.473331197420e-13       6.879756569333e-14       2.264817912762e-15 
  322       4.369214226386e-10       1.743429810518e-12       1.532490303063e-11       4.556408226583e-15       3.438397082957e-13       6.784167028410e-14       2.271478839440e-15 
  323       4.326429684713e-10       1.767971559833e-12       1.525703144827e-11       4.574229827951e-15       3.403903644319e-13       6.689988662931e-14       2.277911379252e-15 
  324       4.283849559840e-10       1.792467012893e-12       1.518424284896e-11       4.591959838862e-15       3.369848509841e-13       6.597203740423e-14       2.284112930852e-15 
  325       4.241484571698e-10       1.816907610176e-12       1.510656419532e-11       4.609599664164e-15       3.336228959652e-13       6.505793256496e-14       2.290080901073e-15 
  326       4.199345465577e-10       1.841284647454e-12       1.502402443519e-11       4.627150774976e-15       3.303041922050e-13       6.415736922408e-14       2.295812705159e-15 
  327       4.157443011450e-10       1.865589274910e-12       1.493665451972e-11       4.644614709238e-15       3.270283969873e-13       6.327013152643e-14       2.301305766976e-15 
  328       4.115788003311e-10       1.889812496242e-12       1.484448742127e-11       4.661993072265e-15       3.237951316870e-13       6.239599052480e-14       2.306557519244e-15 
  329       4.074391258504e-10       1.913945167773e-12       1.474755815151e-11       4.679287537298e-15       3.206039814077e-13       6.153470405563e-14       2.311565403750e-15 
  330       4.033263617059e-10       1.937977997558e-12       1.464590377942e-11       4.696499846055e-15       3.174544946183e-13       6.068601661478e-14       2.316326871574e-15 
  331       3.992415941022e-10       1.961901544494e-12       1.453956344926e-11       4.713631809280e-15       3.143461827910e-13       5.984965923318e-14       2.320839383307e-15 
  332       3.951859113788e-10       1.985706217429e-12       1.442857839864e-11       4.730685307298e-15       3.112785200377e-13       5.902534935260e-14       2.325100409278e-15 
  333       3.911604039433e-10       2.009382274267e-12       1.431299197650e-11       4.747662290566e-15       3.082509427480e-13       5.821279070131e-14       2.329107429769e-15 
  334       3.871661642049e-10       2.032919821082e-12       1.419284966114e-11       4.764564780224e-15       3.052628492257e-13       5.741167316987e-14       2.332857935241e-15 
  335       3.832042865071e-10       2.056308811222e-12       1.406819907822e-11       4.781394868642e-15       3.023135993266e-13       5.662167268678e-14       2.336349426553e-15 
  336       3.792758670615e-10       2.079539044418e-12       1.393909001878e-11       4.798154719980e-15       2.994025140954e-13       5.584245109424e-14       2.339579415184e-15 
  337       3.753820038810e-10       2.102600165896e-12       1.380557445726e-11       4.814846570731e-15       2.965288754029e-13       5.507365602384e-14       2.342545423455e-15 
  338       3.715237967127e-10       2.125481665481e-12       1.366770656952e-11       4.831472730280e-15       2.936919255835e-13       5.431492077230e-14       2.345244984751e-15 
  339       3.677023469712e-10       2.148172876708e-12       1.352554275084e-11       4.848035581448e-15       2.908908670721e-13       5.356586417716e-14       2.347675643740e-15 
  340       3.639187576723e-10       2.170662975930e-12       1.337914163392e-11       4.864537581050e-15       2.881248620415e-13       5.282609049250e-14       2.349834956598e-15 
  341       3.601741333658e-10       2.192940981427e-12       1.322856410695e-11       4.880981260440e-15       2.853930320397e-13       5.209518926470e-14       2.351720491225e-15 
  342       3.564695800687e-10       2.214995752513e-12       1.307387333155e-11       4.897369226069e-15       2.826944576267e-13       5.137273520809e-14       2.353329827472e-15 
  343       3.528062051989e-10       2.236815988647e-12       1.291513476084e-11       4.913704160032e-15       2.800281780124e-13       5.065828808071e-14       2.354660557361e-15 
  344       3.491851175081e-10       2.258390228538e-12       1.275241615743e-11       4.929988820621e-15       2.773931906931e-13       4.995139256002e-14       2.355710285304e-15 
  345       3.456074270149e-10       2.279706849258e-12       1.258578761145e-11       4.946226042875e-15       2.747884510892e-13       4.925157811861e-14       2.356476628328e-15 
  346       3.420742449385e-10       2.300754065345e-12       1.241532155855e-11       4.962418739135e-15       2.722128721822e-13       4.855835889992e-14       2.356957216291e-15 
  347       3.385866836317e-10       2.321519927917e-12       1.224109279791e-11       4.978569899589e-15       2.696653241523e-13       4.787123359394e-14       2.357149692110e-15 
  348       3.351458565141e-10       2.341992323777e-12       1.206317851026e-11       4.994682592832e-15       2.671446340148e-13       4.718968531297e-14       2.357051711979e-15 
  349       3.317527811492e-10       2.362160088002e-12       1.188165444932e-11       5.010759761319e-15       2.646498018860e-13       4.651328400034e-14       2.356661649530e-15 
  350       3.284080841687e-10       2.382016394533e-12       1.169658330455e-11       5.026803597251e-15       2.621806604347e-13       4.584199860605e-14       2.355980740155e-15 
  351       3.251122839606e-10       2.401555504678e-12       1.150802589030e-11       5.042816141847e-15       2.597372421116e-13       4.517589763470e-14       2.355011026184e-15 
  352       3.218658862585e-10       2.420771666538e-12       1.131604494296e-11       5.058799488445e-15       2.573195648440e-13       4.451504775904e-14       2.353754661898e-15 
  353       3.186693839795e-10       2.439659115210e-12       1.112070513524e-11       5.074755782851e-15       2.549276318858e-13       4.385951379640e-14       2.352213914441e-15 
  354       3.155232570625e-10       2.458212072992e-12       1.092207309040e-11       5.090687223692e-15       2.525614316673e-13       4.320935868513e-14       2.350391164727e-15 
  355       3.124279723057e-10       2.476424749584e-12       1.072021739652e-11       5.106596062761e-15       2.502209376457e-13       4.256464346105e-14       2.348288908361e-15 
  356       3.093839832056e-10       2.494291342290e-12       1.051520862075e-11       5.122484605370e-15       2.479061081546e-13       4.192542723391e-14       2.345909756547e-15 
  357       3.063917297942e-10       2.511806036218e-12       1.030711932358e-11       5.138355210701e-15       2.456168862543e-13       4.129176716381e-14       2.343256437002e-15 
  358       3.034516384778e-10       2.528963004488e-12       1.009602407306e-11       5.154210292153e-15       2.433531995820e-13       4.066371843765e-14       2.340331794869e-15 
  359       3.005641218747e-10       2.545756408431e-12       9.881999459086e-12       5.170052317693e-15       2.411149602016e-13       4.004133424558e-14       2.337138793630e-15 
  360       2.977295786534e-10       2.562180397790e-12       9.665124107655e-12       5.185883810208e-15       2.389020644535e-13       3.942466575747e-14       2.333680516021e-15 
  361       2.949483933708e-10       2.578229110926e-12       9.445478695101e-12       5.201707347852e-15       2.367143928053e-13       3.881376209929e-14       2.329960164940e-15 
  362       2.922209363100e-10       2.593896675016e-12       9.223145962361e-12       5.217525564396e-15       2.345518097013e-13       3.820867032962e-14       2.325981064367e-15 
  363       2.895475633186e-10       2.609177206260e-12       8.998210729229e-12       5.233341149582e-15       2.324141634127e-13       3.760943541606e-14       2.321746660269e-15 
  364       2.869286156471e-10       2.624064810081e-12       8.770759908609e-12       5.249156849468e-15       2.303012858876e-13       3.701610021170e-14       2.317260521521e-15 
  365       2.843644197863e-10       2.638553581326e-12       8.540882520773e-12       5.264975466780e-15       2.282129926010e-13       3.642870543153e-14       2.312526340812e-15 
  366       2.818552873061e-10       2.652637604471e-12       8.308669707615e-12       5.280799861262e-15       2.261490824050e-13       3.584728962891e-14       2.307547935562e-15 
  367       2.794015146929e-10       2.666310953823e-12       8.074214746901e-12       5.296632950026e-15       2.241093373787e-13       3.527188917201e-14       2.302329248835e-15 
  368       2.770033831884e-10       2.679567693721e-12       7.837613066534e-12       5.312477707903e-15       2.220935226783e-13       3.470253822025e-14       2.296874350250e-15 
  369       2.746611586272e-10       2.692401878738e-12       7.598962258798e-12       5.328337167790e-15       2.201013863870e-13       3.413926870076e-14       2.291187436894e-15 
  370       2.723750912750e-10       2.704807553887e-12       7.358362094621e-12       5.344214421002e-15       2.181326593651e-13       3.358211028480e-14       2.285272834239e-15 
  371       2.701454156671e-10       2.716778754818e-12       7.115914537825e-12       5.360112617623e-15       2.161870551003e-13       3.303109036421e-14       2.279134997048e-15 
  372       2.679723504456e-10       2.728309508025e-12       6.871723759384e-12       5.376034966851e-15       2.142642695573e-13       3.248623402790e-14       2.272778510296e-15 
  373       2.658560981986e-10       2.739393831047e-12       6.625896151678e-12       5.391984737356e-15       2.123639810280e-13       3.194756403821e-14       2.266208090075e-15 
  374       2.637968452973e-10       2.750025732669e-12       6.378540342747e-12       5.407965257622e-15       2.104858499817e-13       3.141510080744e-14       2.259428584514e-15 
  375       2.617947617348e-10       2.760199213125e-12       6.129767210547e-12       5.423979916303e-15       2.086295189148e-13       3.088886237423e-14       2.252444974686e-15 
  376       2.598500009639e-10       2.769908264302e-12       5.879689897205e-12       5.440032162567e-15       2.067946122014e-13       3.036886438006e-14       2.245262375527e-15 
  377       2.579626997350e-10       2.779146869940e-12       5.628423823272e-12       5.456125506452e-15       2.049807359426e-13       2.985512004565e-14       2.237886036743e-15 
  378       2.561329779348e-10       2.787909005835e-12       5.376086701981e-12       5.472263519213e-15       2.031874778171e-13       2.934764014742e-14       2.230321343728e-15 
  379       2.543609384237e-10       2.796188640045e-12       5.122798553501e-12       5.488449833670e-15       2.014144069310e-13       2.884643299394e-14       2.222573818472e-15 
  380       2.526466668743e-10       2.803979733085e-12       4.868681719190e-12       5.504688144563e-15       1.996610736678e-13       2.835150440238e-14       2.214649120480e-15 
  381       2.509902316096e-10       2.811276238137e-12       4.613860875852e-12       5.520982208895e-15       1.979270095386e-13       2.786285767493e-14       2.206553047679e-15 
  382       2.493916834406e-10       2.818072101248e-12       4.358463049990e-12       5.537335846291e-15       1.962117270320e-13       2.738049357527e-14       2.198291537335e-15 
  383       2.478510555049e-10       2.824361261532e-12       4.102617632064e-12       5.553752939338e-15       1.945147194642e-13       2.690441030501e-14       2.189870666965e-15 
  384       2.463683631046e-10       2.830137651375e-12       3.846456390743e-12       5.570237433943e-15       1.928354608291e-13       2.643460348014e-14       2.181296655248e-15 
  385       2.449436035442e-10       2.835395196637e-12       3.590113487161e-12       5.586793339679e-15       1.911734056479e-13       2.597106610743e-14       2.172575862942e-15 
  386       2.435767559692e-10       2.840127816852e-12       3.333725489174e-12       5.603424730135e-15       1.895279888200e-13       2.551378856095e-14       2.163714793792e-15 
  387       2.422677812035e-10       2.844329425432e-12       3.077431385609e-12       5.620135743266e-15       1.878986254720e-13       2.506275855846e-14       2.154720095448e-15 
  388       2.410166096366e-10       2.847995043322e-12       2.821360682410e-12       5.636930123715e-15       1.862848156253e-13       2.461796070346e-14       2.145597556013e-15 
  389       2.398231047135e-10       2.851124185468e-12       2.565597171063e-12       5.653809830180e-15       1.846864628177e-13       2.417937514055e-14       2.136349050458e-15 
  390       2.386870977608e-10       2.853717601420e-12       2.310213832878e-12       5.670776376640e-15       1.831035671055e-13       2.374697880356e-14       2.126975481779e-15 
  391       2.376083996448e-10       2.855776174400e-12       2.055284639483e-12       5.687831285666e-15       1.815361212564e-13       2.332074582156e-14       2.117477775156e-15 
  392       2.365868005995e-10       2.857300922392e-12       1.800884557610e-12       5.704976088408e-15       1.799841106833e-13       2.290064749500e-14       2.107856878071e-15 
  393       2.356220700553e-10       2.858292999226e-12       1.547089553872e-12       5.722212324582e-15       1.784475133770e-13       2.248665227178e-14       2.098113760421e-15 
  394       2.347139564679e-10       2.858753695673e-12       1.293976599543e-12       5.739541542453e-15       1.769262998402e-13       2.207872572337e-14       2.088249414630e-15 
  395       2.338621871466e-10       2.858684440524e-12       1.041623675336e-12       5.756965298821e-15       1.754204330205e-13       2.167683052088e-14       2.078264855767e-15 
  396       2.330664680828e-10       2.858086801682e-12       7.901097761840e-13       5.774485159011e-15       1.739298682438e-13       2.128092641120e-14       2.068161121658e-15 
  397       2.323264837791e-10       2.856962487251e-12       5.395149160174e-13       5.792102696851e-15       1.724545531480e-13       2.089097019306e-14       2.057939273003e-15 
  398       2.316418970773e-10       2.855313346620e-12       2.899201325452e-13       5.809819494668e-15       1.709944276158e-13       2.050691569317e-14       2.047600393487e-15 
  399       2.310123489874e-10       2.853141371554e-12       4.140749203319e-14       5.827637143263e-15       1.695494237085e-13       2.012871374226e-14       2.037145589897e-15 
  400       2.304374585159e-10       2.850448697278e-12      -2.059399059162e-13       5.845557241905e-15       1.681194655995e-13       1.975631215126e-14       2.026575992237e-15 
  401       2.299168224948e-10       2.847237603569e-12      -4.520379235850e-13       5.863581398314e-15       1.667044695070e-13       1.938965568732e-14       2.015892753839e-15 
  402       2.294500154097e-10       2.843510515839e-12      -6.968013803599e-13       5.881711228644e-15       1.653043436282e-13       1.902868604997e-14       2.005097051482e-15 
  403       2.290365892286e-10       2.839270006228e-12      -9.401440479535e-13       5.899948357473e-15       1.639189880719e-13       1.867334184719e-14       1.994190085502e-15 
  404       2.286760732308e-10       2.834518794687e-12      -1.181978645625e-12       5.918294417787e-15       1.625482947926e-13       1.832355857149e-14       1.983173079910e-15 
  405       2.283679738350e-10       2.829259750065e-12      -1.422216835399e-12       5.936751050965e-15       1.611921475231e-13       1.797926857607e-14       1.972047282504e-15 
  406       2.281117744282e-10       2.823495891204e-12      -1.660769217289e-12       5.955319906768e-15       1.598504217087e-13       1.764040105087e-14       1.960813964986e-15 
  407       2.279069351940e-10       2.817230388017e-12      -1.897545324518e-12       5.974002643319e-15       1.585229844399e-13       1.730688199866e-14       1.949474423073e-15 
  408       2.277528929417e-10       2.810466562582e-12      -2.132453618735e-12       5.992800927094e-15       1.572096943860e-13       1.697863421120e-14       1.938029976615e-15 
  409       2.276490609344e-10       2.803207890228e-12      -2.365401485242e-12       6.011716432905e-15       1.559104017286e-13       1.665557724527e-14       1.926481969706e-15 
  410       2.275948287178e-10       2.795458000624e-12      -2.596295228208e-12       6.030750843890e-15       1.546249480947e-13       1.633762739882e-14       1.914831770804e-15 
  411       2.275895619489e-10       2.787220678861e-12      -2.825040065896e-12       6.049905851490e-15       1.533531664905e-13       1.602469768704e-14       1.903080772836e-15 
  412       2.276326022242e-10       2.778499866547e-12      -3.051540125879e-12       6.069183155446e-15       1.520948812341e-13       1.571669781848e-14       1.891230393324e-15 
  413       2.277232669089e-10       2.769299662891e-12      -3.275698440263e-12       6.088584463773e-15       1.508499078896e-13       1.541353417114e-14       1.879282074490e-15 
  414       2.278608489650e-10       2.759624325790e-12      -3.497416940907e-12       6.108111492758e-15       1.496180532001e-13       1.511510976854e-14       1.867237283375e-15 
  415       2.280446167799e-10       2.749478272919e-12      -3.716596454644e-12       6.127765966936e-15       1.483991150208e-13       1.482132425590e-14       1.855097511953e-15 
  416       2.282738139954e-10       2.738866082817e-12      -3.933136698501e-12       6.147549619079e-15       1.471928822531e-13       1.453207387614e-14       1.842864277244e-15 
  417       2.285476593359e-10       2.727792495973e-12      -4.146936274920e-12       6.167464190183e-15       1.459991347772e-13       1.424725144605e-14       1.830539121430e-15 
  418       2.288653464372e-10       2.716262415918e-12      -4.357892666979e-12       6.187511429455e-15       1.448176433861e-13       1.396674633237e-14       1.818123611970e-15 
  419       2.292260436748e-10       2.704280910310e-12      -4.565902233613e-12       6.207693094294e-15       1.436481697183e-13       1.369044442788e-14       1.805619341712e-15 
  420       2.296288939931e-10       2.691853212021e-12      -4.770860204834e-12       6.228010950280e-15       1.424904661920e-13       1.341822812749e-14       1.793027929008e-15 
  421       2.300730147332e-10       2.678984720226e-12      -4.972660676951e-12       6.248466771160e-15       1.413442759378e-13       1.314997630439e-14       1.780351017832e-15 
  422       2.305574974622e-10       2.665681001489e-12      -5.171196607792e-12       6.269062338832e-15       1.402093327321e-13       1.288556428608e-14       1.767590277889e-15 
  423       2.310814078015e-10       2.651947790855e-12      -5.366359811925e-12       6.289799443334e-15       1.390853609311e-13       1.262486383053e-14       1.754747404733e-15 
  424       2.316437852551e-10       2.637790992929e-12      -5.558040955877e-12       6.310679882824e-15       1.379720754034e-13       1.236774310224e-14       1.741824119882e-15 
  425       2.322436430388e-10       2.623216682975e-12      -5.746129553355e-12       6.331705463573e-15       1.368691814639e-13       1.211406664836e-14       1.728822170929e-15 
  426       2.328799679082e-10       2.608231107995e-12      -5.930513960469e-12       6.352877999945e-15       1.357763748067e-13       1.186369537476e-14       1.715743331659e-15 
  427       2.335518027507e-10       2.592840866699e-12      -6.111095034913e-12       6.374198908087e-15       1.346933941710e-13       1.161651256040e-14       1.702589337888e-15 
  428       2.342584978029e-10       2.577053453945e-12      -6.287827635075e-12       6.395667971794e-15       1.336201814461e-13       1.137250292363e-14       1.689361692338e-15 
  429       2.349994676432e-10       2.560876736960e-12      -6.460680523405e-12       6.417284534627e-15       1.325567268820e-13       1.113167619885e-14       1.676061853347e-15 
  430       2.357741090836e-10       2.544318779334e-12      -6.629622834191e-12       6.439047902141e-15       1.315030168180e-13       1.089404133453e-14       1.662691298618e-15 
  431       2.365818010535e-10       2.527387842230e-12      -6.794624077756e-12       6.460957341598e-15       1.304590336506e-13       1.065960648646e-14       1.649251525291e-15 
  432       2.374219044821e-10       2.510092385582e-12      -6.955654144648e-12       6.483012081694e-15       1.294247558012e-13       1.042837901087e-14       1.635744050017e-15 
  433       2.382937621814e-10       2.492441069303e-12      -7.112683309834e-12       6.505211312272e-15       1.284001576845e-13       1.020036545770e-14       1.622170409026e-15 
  434       2.391966987294e-10       2.474442754494e-12      -7.265682236892e-12       6.527554184043e-15       1.273852096764e-13       9.975571563730e-15       1.608532158203e-15 
  435       2.401300203527e-10       2.456106504643e-12      -7.414621982202e-12       6.550039808303e-15       1.263798780817e-13       9.754002245841e-15       1.594830873158e-15 
  436       2.410930148096e-10       2.437441586833e-12      -7.559473999143e-12       6.572667256658e-15       1.253841251024e-13       9.535661594164e-15       1.581068149302e-15 
  437       2.420849512732e-10       2.418457472948e-12      -7.700210142281e-12       6.595435560734e-15       1.243979088058e-13       9.320552865297e-15       1.567245601914e-15 
  438       2.431050802140e-10       2.399163840875e-12      -7.836802671564e-12       6.618343711905e-15       1.234211830919e-13       9.108678475496e-15       1.553364866215e-15 
  439       2.441526332831e-10       2.379570575714e-12      -7.969224256514e-12       6.641390661005e-15       1.224538976621e-13       8.900039993875e-15       1.539427597444e-15 
  440       2.452268231949e-10       2.359687770976e-12      -8.097447980419e-12       6.664575318051e-15       1.214959979869e-13       8.694638135599e-15       1.525435470925e-15 
  441       2.463268436104e-10       2.339525729797e-12      -8.221447344528e-12       6.687896551961e-15       1.205474252737e-13       8.492472755082e-15       1.511390182143e-15 
  442       2.474518690196e-10       2.319094966134e-12      -8.341196272242e-12       6.711353190272e-15       1.196081164351e-13       8.293542839184e-15       1.497293446813e-15 
  443       2.486010546251e-10       2.298406205977e-12      -8.456669113304e-12       6.734944018860e-15       1.186780040567e-13       8.097846500406e-15       1.483147000955e-15 
  444       2.497735362245e-10       2.277470388551e-12      -8.567840647997e-12       6.758667781659e-15       1.177570163653e-13       7.905380970088e-15       1.468952600966e-15 
  445       2.509684300934e-10       2.256298667521e-12      -8.674686091332e-12       6.782523180380e-15       1.168450771965e-13       7.716142591605e-15       1.454712023689e-15 
  446       2.521848328687e-10       2.234902412198e-12      -8.777181097244e-12       6.806508874230e-15       1.159421059633e-13       7.530126813564e-15       1.440427066492e-15 
  447       2.534218214312e-10       2.213293208745e-12      -8.875301762782e-12       6.830623479629e-15       1.150480176235e-13       7.347328182997e-15       1.426099547331e-15 
  448       2.546784527886e-10       2.191482861378e-12      -8.969024632302e-12       6.854865569932e-15       1.141627226480e-13       7.167740338565e-15       1.411731304830e-15 
  449       2.559537639584e-10       2.169483393577e-12      -9.058326701663e-12       6.879233675149e-15       1.132861269888e-13       6.991356003745e-15       1.397324198351e-15 
  450       2.572467718511e-10       2.147307049287e-12      -9.143185422414e-12       6.903726281657e-15       1.124181320469e-13       6.818166980036e-15       1.382880108065e-15 
  451       2.585564731529e-10       2.124966294123e-12      -9.223578705990e-12       6.928341831927e-15       1.115586346402e-13       6.648164140146e-15       1.368400935023e-15 
  452       2.598818442084e-10       2.102473816578e-12      -9.299484927906e-12       6.953078724241e-15       1.107075269719e-13       6.481337421198e-15       1.353888601234e-15 
  453       2.612218409042e-10       2.079842529226e-12      -9.370882931946e-12       6.977935312405e-15       1.098646965979e-13       6.317675817918e-15       1.339345049730e-15 
  454       2.625753985511e-10       2.057085569926e-12      -9.437752034359e-12       7.002909905478e-15       1.090300263954e-13       6.157167375839e-15       1.324772244644e-15 
