# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1385       1.038502537992e-10       2.618558100922e-12      -7.711164789581e-12       1.125334871436e-14       1.653041051917e-15       5.620021025299e-16      -6.158321666942e-17 
 1386       1.039983526921e-10       2.595185165164e-12      -7.683921474550e-12       1.125059114859e-14       1.648211724115e-15       5.619061094956e-16      -6.087804285596e-17 
 1387       1.041438929600e-10       2.571881178787e-12      -7.655132406589e-12       1.124784313952e-14       1.643399423547e-15       5.617523832040e-16      -6.017071176617e-17 
 1388       1.042867488707e-10       2.548655018238e-12      -7.624810435715e-12       1.124510261043e-14       1.638604072996e-15       5.615400097672e-16      -5.946133348245e-17 
 1389       1.044267940170e-10       2.525515608907e-12      -7.592968513684e-12       1.124236747195e-14       1.633825594252e-15       5.612680710877e-16      -5.875001873460e-17 
 1390       1.045639013157e-10       2.502471925219e-12      -7.559619694189e-12       1.123963562210e-14       1.629063908113e-15       5.609356448517e-16      -5.803687890108e-17 
 1391       1.046979430063e-10       2.479532990716e-12      -7.524777133060e-12       1.123690494624e-14       1.624318934382e-15       5.605418045218e-16      -5.732202601010e-17 
 1392       1.048287906498e-10       2.456707878146e-12      -7.488454088463e-12       1.123417331703e-14       1.619590591864e-15       5.600856193305e-16      -5.660557274081e-17 
 1393       1.049563151278e-10       2.434005709547e-12      -7.450663921100e-12       1.123143859444e-14       1.614878798364e-15       5.595661542730e-16      -5.588763242450e-17 
 1394       1.050803866409e-10       2.411435656338e-12      -7.411420094406e-12       1.122869862571e-14       1.610183470687e-15       5.589824701002e-16      -5.516831904570e-17 
 1395       1.052008747077e-10       2.389006939401e-12      -7.370736174753e-12       1.122595124531e-14       1.605504524631e-15       5.583336233118e-16      -5.444774724340e-17 
 1396       1.053176481638e-10       2.366728829169e-12      -7.328625831643e-12       1.122319427495e-14       1.600841874990e-15       5.576186661495e-16      -5.372603231218e-17 
 1397       1.054305751603e-10       2.344610645713e-12      -7.285102837912e-12       1.122042552354e-14       1.596195435549e-15       5.568366465898e-16      -5.300329020339e-17 
 1398       1.055395231628e-10       2.322661758827e-12      -7.240181069929e-12       1.121764278717e-14       1.591565119083e-15       5.559866083371e-16      -5.227963752630e-17 
 1399       1.056443589501e-10       2.300891588118e-12      -7.193874507792e-12       1.121484384907e-14       1.586950837353e-15       5.550675908170e-16      -5.155519154931e-17 
 1400       1.057449486133e-10       2.279309603087e-12      -7.146197235532e-12       1.121202647960e-14       1.582352501105e-15       5.540786291691e-16      -5.083007020103e-17 
 1401       1.058411575541e-10       2.257925323220e-12      -7.097163441308e-12       1.120918843626e-14       1.577770020070e-15       5.530187542400e-16      -5.010439207155e-17 
 1402       1.059328667443e-10       2.236747414173e-12      -7.046789347851e-12       1.120632761143e-14       1.573203310857e-15       5.518876003944e-16      -4.937826360946e-17 
 1403       1.060200216909e-10       2.215780965841e-12      -6.995099025420e-12       1.120344247767e-14       1.568652320738e-15       5.506872358972e-16      -4.865174056490e-17 
 1404       1.061025839790e-10       2.195030186069e-12      -6.942118639874e-12       1.120053164702e-14       1.564117004110e-15       5.494203516098e-16      -4.792486614665e-17 
 1405       1.061805150581e-10       2.174499302009e-12      -6.887874528252e-12       1.119759372365e-14       1.559597314615e-15       5.480896549343e-16      -4.719768379017e-17 
 1406       1.062537762416e-10       2.154192560148e-12      -6.832393199084e-12       1.119462730377e-14       1.555093205139e-15       5.466978698443e-16      -4.647023715787e-17 
 1407       1.063223287070e-10       2.134114226341e-12      -6.775701332713e-12       1.119163097569e-14       1.550604627809e-15       5.452477369140e-16      -4.574257013958e-17 
 1408       1.063861334953e-10       2.114268585845e-12      -6.717825781610e-12       1.118860331971e-14       1.546131533991e-15       5.437420133495e-16      -4.501472685289e-17 
 1409       1.064451515110e-10       2.094659943345e-12      -6.658793570694e-12       1.118554290822e-14       1.541673874292e-15       5.421834730182e-16      -4.428675164353e-17 
 1410       1.064993435219e-10       2.075292622990e-12      -6.598631897641e-12       1.118244830559e-14       1.537231598553e-15       5.405749064788e-16      -4.355868908580e-17 
 1411       1.065486701589e-10       2.056170968421e-12      -6.537368133213e-12       1.117931806821e-14       1.532804655852e-15       5.389191210123e-16      -4.283058398289e-17 
 1412       1.065930919159e-10       2.037299342805e-12      -6.475029821563e-12       1.117615074445e-14       1.528392994499e-15       5.372189406510e-16      -4.210248136731e-17 
 1413       1.066325691492e-10       2.018682128865e-12      -6.411644680562e-12       1.117294487465e-14       1.523996562037e-15       5.354772062095e-16      -4.137442650125e-17 
 1414       1.066670620781e-10       2.000323728911e-12      -6.347240602110e-12       1.116969899112e-14       1.519615305236e-15       5.336967753144e-16      -4.064646487696e-17 
 1415       1.066965307837e-10       1.982228564871e-12      -6.281845652454e-12       1.116641161813e-14       1.515249170096e-15       5.318805224348e-16      -3.991864221718e-17 
 1416       1.067209352096e-10       1.964401078325e-12      -6.215488072507e-12       1.116308127184e-14       1.510898101845e-15       5.300313389117e-16      -3.919100447545e-17 
 1417       1.067402351611e-10       1.946845730534e-12      -6.148196278164e-12       1.115970646037e-14       1.506562044932e-15       5.281521329891e-16      -3.846359783655e-17 
 1418       1.067543903055e-10       1.929567002470e-12      -6.079998860618e-12       1.115628568373e-14       1.502240943033e-15       5.262458298433e-16      -3.773646871686e-17 
 1419       1.067633601715e-10       1.912569394852e-12      -6.010924586681e-12       1.115281743379e-14       1.497934739042e-15       5.243153716135e-16      -3.700966376475e-17 
 1420       1.067671041490e-10       1.895857428171e-12      -5.941002399093e-12       1.114930019435e-14       1.493643375074e-15       5.223637174317e-16      -3.628322986094e-17 
 1421       1.067655814893e-10       1.879435642728e-12      -5.870261416850e-12       1.114573244101e-14       1.489366792462e-15       5.203938434531e-16      -3.555721411895e-17 
 1422       1.067587513047e-10       1.863308598660e-12      -5.798730935511e-12       1.114211264127e-14       1.485104931755e-15       5.184087428858e-16      -3.483166388539e-17 
 1423       1.067465725680e-10       1.847480875975e-12      -5.726440427521e-12       1.113843925443e-14       1.480857732716e-15       5.164114260215e-16      -3.410662674042e-17 
 1424       1.067290041129e-10       1.831957074580e-12      -5.653419542526e-12       1.113471073161e-14       1.476625134322e-15       5.144049202650e-16      -3.338215049810e-17 
 1425       1.067060046333e-10       1.816741814315e-12      -5.579698107690e-12       1.113092551574e-14       1.472407074760e-15       5.123922701649e-16      -3.265828320677e-17 
 1426       1.066775326833e-10       1.801839734985e-12      -5.505306128015e-12       1.112708204154e-14       1.468203491426e-15       5.103765374432e-16      -3.193507314944e-17 
 1427       1.066435466772e-10       1.787255496386e-12      -5.430273786653e-12       1.112317873550e-14       1.464014320924e-15       5.083608010259e-16      -3.121256884420e-17 
 1428       1.066040048889e-10       1.772993778343e-12      -5.354631445225e-12       1.111921401587e-14       1.459839499065e-15       5.063481570728e-16      -3.049081904454e-17 
 1429       1.065588654520e-10       1.759059280738e-12      -5.278409644141e-12       1.111518629265e-14       1.455678960863e-15       5.043417190079e-16      -2.976987273980e-17 
 1430       1.065080863595e-10       1.745456723541e-12      -5.201639102914e-12       1.111109396757e-14       1.451532640535e-15       5.023446175494e-16      -2.904977915551e-17 
 1431       1.064516254637e-10       1.732190846843e-12      -5.124350720477e-12       1.110693543409e-14       1.447400471499e-15       5.003600007395e-16      -2.833058775381e-17 
 1432       1.063894404759e-10       1.719266410885e-12      -5.046575575502e-12       1.110270907734e-14       1.443282386371e-15       4.983910339751e-16      -2.761234823378e-17 
 1433       1.063214889663e-10       1.706688196092e-12      -4.968344926715e-12       1.109841327417e-14       1.439178316966e-15       4.964409000378e-16      -2.689511053187e-17 
 1434       1.062477283636e-10       1.694461003102e-12      -4.889690213214e-12       1.109404639310e-14       1.435088194294e-15       4.945127991236e-16      -2.617892482229e-17 
 1435       1.061681159552e-10       1.682589652800e-12      -4.810643054787e-12       1.108960679430e-14       1.431011948557e-15       4.926099488736e-16      -2.546384151733e-17 
 1436       1.060826088867e-10       1.671078986346e-12      -4.731235252228e-12       1.108509282959e-14       1.426949509154e-15       4.907355844036e-16      -2.474991126783e-17 
 1437       1.059911641615e-10       1.659933865210e-12      -4.651498787652e-12       1.108050284242e-14       1.422900804669e-15       4.888929583346e-16      -2.403718496348e-17 
 1438       1.058937386414e-10       1.649159171198e-12      -4.571465824817e-12       1.107583516787e-14       1.418865762880e-15       4.870853408230e-16      -2.332571373326e-17 
 1439       1.057902890454e-10       1.638759806490e-12      -4.491168709437e-12       1.107108813262e-14       1.414844310748e-15       4.853160195902e-16      -2.261554894582e-17 
 1440       1.056807719503e-10       1.628740693666e-12      -4.410639969501e-12       1.106626005492e-14       1.410836374422e-15       4.835882999535e-16      -2.190674220981e-17 
 1441       1.055651582665e-10       1.619105744756e-12      -4.329911013568e-12       1.106134948940e-14       1.406841885577e-15       4.819045056549e-16      -2.119934550080e-17 
 1442       1.054434768277e-10       1.609854756859e-12      -4.249008210572e-12       1.105635596412e-14       1.402860800514e-15       4.802629701959e-16      -2.049341154236e-17 
 1443       1.053157712436e-10       1.600986485079e-12      -4.167956770862e-12       1.105127925092e-14       1.398893081251e-15       4.786610150278e-16      -1.978899342954e-17 
 1444       1.051820854636e-10       1.592499670623e-12      -4.086782044852e-12       1.104611912138e-14       1.394938689198e-15       4.770959459530e-16      -1.908614450323e-17 
 1445       1.050424637782e-10       1.584393040768e-12      -4.005509523266e-12       1.104087534678e-14       1.390997585151e-15       4.755650530984e-16      -1.838491835049e-17 
 1446       1.048969508192e-10       1.576665308839e-12      -3.924164837379e-12       1.103554769809e-14       1.387069729298e-15       4.740656108871e-16      -1.768536880493e-17 
 1447       1.047455915602e-10       1.569315174176e-12      -3.842773759259e-12       1.103013594599e-14       1.383155081209e-15       4.725948780114e-16      -1.698754994717e-17 
 1448       1.045884313179e-10       1.562341322110e-12      -3.761362202005e-12       1.102463986087e-14       1.379253599842e-15       4.711500974046e-16      -1.629151610516e-17 
 1449       1.044255157521e-10       1.555742423931e-12      -3.679956219995e-12       1.101905921284e-14       1.375365243537e-15       4.697284962141e-16      -1.559732185460e-17 
 1450       1.042568908664e-10       1.549517136861e-12      -3.598582009125e-12       1.101339377168e-14       1.371489970019e-15       4.683272857732e-16      -1.490502201934e-17 
 1451       1.040826030094e-10       1.543664104028e-12      -3.517265907049e-12       1.100764330691e-14       1.367627736391e-15       4.669436615741e-16      -1.421467167176e-17 
 1452       1.039026988746e-10       1.538181954434e-12      -3.436034393425e-12       1.100180758772e-14       1.363778499137e-15       4.655748032399e-16      -1.352632613315e-17 
 1453       1.037172255017e-10       1.533069302930e-12      -3.354914090153e-12       1.099588638304e-14       1.359942214120e-15       4.642178744971e-16      -1.284004097411e-17 
 1454       1.035262302767e-10       1.528324750186e-12      -3.273931761619e-12       1.098987946148e-14       1.356118836579e-15       4.628700231482e-16      -1.215587201496e-17 
 1455       1.033297609328e-10       1.523946882664e-12      -3.193114314936e-12       1.098378659136e-14       1.352308321129e-15       4.615283810440e-16      -1.147387532610e-17 
 1456       1.031278655513e-10       1.519934272588e-12      -3.112488800187e-12       1.097760754071e-14       1.348510621759e-15       4.601900640561e-16      -1.079410722841e-17 
 1457       1.029205925617e-10       1.516285477918e-12      -3.032082410665e-12       1.097134207725e-14       1.344725691832e-15       4.588521720491e-16      -1.011662429365e-17 
 1458       1.027079907426e-10       1.512999042320e-12      -2.951922483117e-12       1.096498996843e-14       1.340953484083e-15       4.575117888533e-16      -9.441483344849e-18 
 1459       1.024901092226e-10       1.510073495140e-12      -2.872036497984e-12       1.095855098137e-14       1.337193950614e-15       4.561659822372e-16      -8.768741456686e-18 
 1460       1.022669974805e-10       1.507507351370e-12      -2.792452079645e-12       1.095202488292e-14       1.333447042901e-15       4.548118038793e-16      -8.098455955886e-18 
 1461       1.020387053462e-10       1.505299111630e-12      -2.713196996656e-12       1.094541143962e-14       1.329712711783e-15       4.534462893415e-16      -7.430684421613e-18 
 1462       1.018052830012e-10       1.503447262130e-12      -2.634299161993e-12       1.093871041772e-14       1.325990907469e-15       4.520664580406e-16      -6.765484685858e-18 
 1463       1.015667809796e-10       1.501950274646e-12      -2.555786633297e-12       1.093192158316e-14       1.322281579529e-15       4.506693132213e-16      -6.102914833829e-18 
 1464       1.013232501681e-10       1.500806606492e-12      -2.477687613111e-12       1.092504470161e-14       1.318584676902e-15       4.492518419284e-16      -5.443033204346e-18 
 1465       1.010747418074e-10       1.500014700493e-12      -2.400030449125e-12       1.091807953842e-14       1.314900147883e-15       4.478110149793e-16      -4.785898390227e-18 
 1466       1.008213074921e-10       1.499572984951e-12      -2.322843634415e-12       1.091102585865e-14       1.311227940133e-15       4.463437869365e-16      -4.131569238681e-18 
 1467       1.005629991720e-10       1.499479873624e-12      -2.246155807689e-12       1.090388342705e-14       1.307568000671e-15       4.448470960796e-16      -3.480104851698e-18 
 1468       1.002998691523e-10       1.499733765694e-12      -2.169995753526e-12       1.089665200810e-14       1.303920275872e-15       4.433178643784e-16      -2.831564586440e-18 
 1469       1.000319700943e-10       1.500333045738e-12      -2.094392402618e-12       1.088933136595e-14       1.300284711472e-15       4.417529974648e-16      -2.186008055631e-18 
 1470       9.975935501641e-11       1.501276083704e-12      -2.019374832014e-12       1.088192126448e-14       1.296661252559e-15       4.401493846055e-16      -1.543495127950e-18 
 1471       9.948207729423e-11       1.502561234876e-12      -1.944972265357e-12       1.087442146726e-14       1.293049843578e-15       4.385038986742e-16      -9.040859284181e-19 
 1472       9.920019066164e-11       1.504186839854e-12      -1.871214073133e-12       1.086683173755e-14       1.289450428324e-15       4.368133961242e-16      -2.678408387927e-19 
 1473       9.891374921123e-11       1.506151224519e-12      -1.798129772906e-12       1.085915183834e-14       1.285862949947e-15       4.350747169608e-16       3.651795020442e-19 
 1474       9.862280739502e-11       1.508452700007e-12      -1.725749029564e-12       1.085138153229e-14       1.282287350943e-15       4.332846847138e-16       9.949141976944e-19 
 1475       9.832742002506e-11       1.511089562683e-12      -1.654101655559e-12       1.084352058179e-14       1.278723573162e-15       4.314401064097e-16       1.621302093853e-18 
 1476       9.802764227410e-11       1.514060094110e-12      -1.583217611152e-12       1.083556874891e-14       1.275171557796e-15       4.295377725442e-16       2.244281777916e-18 
 1477       9.772352967623e-11       1.517362561020e-12      -1.513127004650e-12       1.082752579544e-14       1.271631245388e-15       4.275744570548e-16       2.863791578594e-18 
 1478       9.741513812750e-11       1.520995215291e-12      -1.443860092651e-12       1.081939148285e-14       1.268102575823e-15       4.255469172931e-16       3.479769565517e-18 
 1479       9.710252388661e-11       1.524956293912e-12      -1.375447280285e-12       1.081116557232e-14       1.264585488330e-15       4.234518939972e-16       4.092153548844e-18 
 1480       9.678574882524e-11       1.529243443348e-12      -1.307915796771e-12       1.080284801657e-14       1.261079926597e-15       4.212870984828e-16       4.700885112006e-18 
 1481       9.646489623479e-11       1.533851986444e-12      -1.241279685660e-12       1.079443953746e-14       1.257585854175e-15       4.190541849447e-16       5.305921754296e-18 
 1482       9.614005517712e-11       1.538776638338e-12      -1.175549716152e-12       1.078594105406e-14       1.254103239221e-15       4.167558074743e-16       5.907224867498e-18 
 1483       9.581131524998e-11       1.544012080453e-12      -1.110736698864e-12       1.077735349142e-14       1.250632049398e-15       4.143946355328e-16       6.504755713480e-18 
 1484       9.547876658790e-11       1.549552960445e-12      -1.046851485889e-12       1.076867778049e-14       1.247172251873e-15       4.119733539777e-16       7.098475424016e-18 
 1485       9.514249986313e-11       1.555393892137e-12      -9.839049708584e-13       1.075991485822e-14       1.243723813313e-15       4.094946630891e-16       7.688345000625e-18 
 1486       9.480260628657e-11       1.561529455462e-12      -9.219080889998e-13       1.075106566751e-14       1.240286699889e-15       4.069612785965e-16       8.274325314396e-18 
 1487       9.445917760871e-11       1.567954196402e-12      -8.608718171973e-13       1.074213115723e-14       1.236860877271e-15       4.043759317050e-16       8.856377105817e-18 
 1488       9.411230612053e-11       1.574662626933e-12      -8.008071740516e-13       1.073311228225e-14       1.233446310627e-15       4.017413691219e-16       9.434460984611e-18 
 1489       9.376208465448e-11       1.581649224956e-12      -7.417252199396e-13       1.072401000344e-14       1.230042964626e-15       3.990603530831e-16       1.000853742956e-17 
 1490       9.340860658535e-11       1.588908434247e-12      -6.836370570746e-13       1.071482528768e-14       1.226650803431e-15       3.963356613798e-16       1.057856678834e-17 
 1491       9.305196583127e-11       1.596434664390e-12      -6.265538295656e-13       1.070555910785e-14       1.223269790702e-15       3.935700873845e-16       1.114450927734e-17 
 1492       9.269225685457e-11       1.604222290724e-12      -5.704867234778e-13       1.069621244289e-14       1.219899889596e-15       3.907664400779e-16       1.170632498152e-17 
 1493       9.232957466278e-11       1.612265654275e-12      -5.154469668919e-13       1.068678627776e-14       1.216541062761e-15       3.879275440754e-16       1.226397385420e-17 
 1494       9.196401480948e-11       1.620559061705e-12      -4.614458299643e-13       1.067728160348e-14       1.213193272339e-15       3.850562396531e-16       1.281741571692e-17 
 1495       9.159567339533e-11       1.629096785245e-12      -4.084946249868e-13       1.066769941713e-14       1.209856479965e-15       3.821553827748e-16       1.336661025928e-17 
 1496       9.122464706889e-11       1.637873062640e-12      -3.566047064463e-13       1.065804072186e-14       1.206530646761e-15       3.792278451181e-16       1.391151703871e-17 
 1497       9.085103302765e-11       1.646882097088e-12      -3.057874710850e-13       1.064830652689e-14       1.203215733343e-15       3.762765141013e-16       1.445209548039e-17 
 1498       9.047492901890e-11       1.656118057179e-12      -2.560543579602e-13       1.063849784756e-14       1.199911699813e-15       3.733042929092e-16       1.498830487699e-17 
 1499       9.009643334067e-11       1.665575076837e-12      -2.074168485037e-13       1.062861570529e-14       1.196618505762e-15       3.703141005203e-16       1.552010438858e-17 
 1500       8.971564484269e-11       1.675247255258e-12      -1.598864665822e-13       1.061866112762e-14       1.193336110265e-15       3.673088717329e-16       1.604745304240e-17 
 1501       8.933266292728e-11       1.685128656853e-12      -1.134747785569e-13       1.060863514821e-14       1.190064471884e-15       3.642915571914e-16       1.657030973272e-17 
 1502       8.894758755031e-11       1.695213311188e-12      -6.819339334340e-14       1.059853880687e-14       1.186803548667e-15       3.612651234133e-16       1.708863322066e-17 
 1503       8.856051922212e-11       1.705495212921e-12      -2.405396247138e-14       1.058837314953e-14       1.183553298143e-15       3.582325528152e-16       1.760238213401e-17 
 1504       8.817155900843e-11       1.715968321747e-12       1.893181985526e-14       1.057813922828e-14       1.180313677323e-15       3.551968437393e-16       1.811151496711e-17 
 1505       8.778080853133e-11       1.726626562334e-12       6.075221669873e-14       1.056783810140e-14       1.177084642700e-15       3.521610104804e-16       1.861599008060e-17 
 1506       8.738836997014e-11       1.737463824266e-12       1.013954483274e-13       1.055747083331e-14       1.173866150247e-15       3.491280833116e-16       1.911576570133e-17 
 1507       8.699434606239e-11       1.748473961982e-12       1.408496921562e-13       1.054703849464e-14       1.170658155417e-15       3.461011085114e-16       1.961079992212e-17 
 1508       8.659884010472e-11       1.759650794717e-12       1.791030826864e-13       1.053654216220e-14       1.167460613139e-15       3.430831483898e-16       2.010105070165e-17 
 1509       8.620195595383e-11       1.770988106444e-12       2.161437114459e-13       1.052598291902e-14       1.164273477821e-15       3.400772813151e-16       2.058647586424e-17 
 1510       8.580379802742e-11       1.782479645808e-12       2.519596269295e-13       1.051536185434e-14       1.161096703345e-15       3.370866017398e-16       2.106703309973e-17 
 1511       8.540447130506e-11       1.794119126074e-12       2.865388345391e-13       1.050468006363e-14       1.157930243068e-15       3.341142202279e-16       2.154267996327e-17 
 1512       8.500408132923e-11       1.805900225062e-12       3.198692965235e-13       1.049393864859e-14       1.154774049822e-15       3.311632634806e-16       2.201337387516e-17 
 1513       8.460273420612e-11       1.817816585091e-12       3.519389319188e-13       1.048313871718e-14       1.151628075911e-15       3.282368743633e-16       2.247907212068e-17 
 1514       8.420053660667e-11       1.829861812915e-12       3.827356164887e-13       1.047228138361e-14       1.148492273111e-15       3.253382119318e-16       2.293973184994e-17 
 1515       8.379759576745e-11       1.842029479667e-12       4.122471826641e-13       1.046136776835e-14       1.145366592666e-15       3.224704514587e-16       2.339531007769e-17 
 1516       8.339401949159e-11       1.854313120799e-12       4.404614194841e-13       1.045039899816e-14       1.142250985294e-15       3.196367844602e-16       2.384576368314e-17 
 1517       8.298991614971e-11       1.866706236019e-12       4.673660725353e-13       1.043937620611e-14       1.139145401178e-15       3.168404187225e-16       2.429104940982e-17 
 1518       8.258539468088e-11       1.879202289234e-12       4.929488438923e-13       1.042830053152e-14       1.136049789969e-15       3.140845783278e-16       2.473112386539e-17 
 1519       8.218055945920e-11       1.891794841426e-12       5.172006330820e-13       1.041717316275e-14       1.132964104933e-15       3.113716910672e-16       2.516594981916e-17 
 1520       8.177549483778e-11       1.904477950795e-12       5.401252942326e-13       1.040599546567e-14       1.129888315434e-15       3.087009420643e-16       2.559551516134e-17 
 1521       8.137028045776e-11       1.917245776348e-12       5.617299727615e-13       1.039476885642e-14       1.126822394572e-15       3.060706966468e-16       2.601981412605e-17 
 1522       8.096499636986e-11       1.930092445264e-12       5.820218729862e-13       1.038349475881e-14       1.123766315036e-15       3.034793108071e-16       2.643884101028e-17 
 1523       8.055972303496e-11       1.943012052836e-12       6.010082582323e-13       1.037217460439e-14       1.120720049114e-15       3.009251311865e-16       2.685259017414e-17 
 1524       8.015454132483e-11       1.955998662426e-12       6.186964509429e-13       1.036080983238e-14       1.117683568683e-15       2.984064950595e-16       2.726105604096e-17 
 1525       7.974953252275e-11       1.969046305403e-12       6.350938327866e-13       1.034940188979e-14       1.114656845214e-15       2.959217303182e-16       2.766423309744e-17 
 1526       7.934477832418e-11       1.982148981098e-12       6.502078447664e-13       1.033795223132e-14       1.111639849769e-15       2.934691554563e-16       2.806211589386e-17 
 1527       7.894036083747e-11       1.995300656745e-12       6.640459873282e-13       1.032646231947e-14       1.108632552999e-15       2.910470795534e-16       2.845469904419e-17 
 1528       7.853636258445e-11       2.008495267434e-12       6.766158204693e-13       1.031493362447e-14       1.105634925144e-15       2.886538022592e-16       2.884197722625e-17 
 1529       7.813286650115e-11       2.021726716052e-12       6.879249638474e-13       1.030336762435e-14       1.102646936036e-15       2.862876137780e-16       2.922394518191e-17 
 1530       7.772995593843e-11       2.034988873238e-12       6.979810968886e-13       1.029176580495e-14       1.099668555091e-15       2.839467948526e-16       2.960059771720e-17 
 1531       7.732771466269e-11       2.048275577320e-12       7.067919588963e-13       1.028012965988e-14       1.096699751314e-15       2.816296167488e-16       2.997192970248e-17 
 1532       7.692622685646e-11       2.061580634273e-12       7.143653491601e-13       1.026846069059e-14       1.093740493296e-15       2.793343412393e-16       3.033793607261e-17 
 1533       7.652557711914e-11       2.074897817658e-12       7.207091270637e-13       1.025676040638e-14       1.090790749211e-15       2.770592205885e-16       3.069861182710e-17 
 1534       7.612585046760e-11       2.088220868573e-12       7.258312121942e-13       1.024503032435e-14       1.087850486819e-15       2.748024975360e-16       3.105395203027e-17 
 1535       7.572713233690e-11       2.101543495599e-12       7.297395844502e-13       1.023327196950e-14       1.084919673465e-15       2.725624052815e-16       3.140395181140e-17 
 1536       7.532950858092e-11       2.114859374748e-12       7.324422841505e-13       1.022148687466e-14       1.081998276074e-15       2.703371674688e-16       3.174860636490e-17 
 1537       7.493306547301e-11       2.128162149411e-12       7.339474121431e-13       1.020967658059e-14       1.079086261154e-15       2.681249981700e-16       3.208791095045e-17 
 1538       7.453788970671e-11       2.141445430302e-12       7.342631299131e-13       1.019784263589e-14       1.076183594794e-15       2.659241018695e-16       3.242186089316e-17 
 1539       7.414406839635e-11       2.154702795407e-12       7.333976596918e-13       1.018598659711e-14       1.073290242664e-15       2.637326734488e-16       3.275045158375e-17 
 1540       7.375168907775e-11       2.167927789933e-12       7.313592845653e-13       1.017411002870e-14       1.070406170010e-15       2.615488981703e-16       3.307367847870e-17 
 1541       7.336083970887e-11       2.181113926252e-12       7.281563485827e-13       1.016221450304e-14       1.067531341661e-15       2.593709516617e-16       3.339153710038e-17 
 1542       7.297160867050e-11       2.194254683851e-12       7.237972568652e-13       1.015030160047e-14       1.064665722019e-15       2.571969999003e-16       3.370402303722e-17 
 1543       7.258408476688e-11       2.207343509277e-12       7.182904757143e-13       1.013837290927e-14       1.061809275068e-15       2.550251991970e-16       3.401113194390e-17 
 1544       7.219835722640e-11       2.220373816084e-12       7.116445327205e-13       1.012643002571e-14       1.058961964362e-15       2.528536961807e-16       3.431285954146e-17 
 1545       7.181451570224e-11       2.233338984784e-12       7.038680168720e-13       1.011447455402e-14       1.056123753035e-15       2.506806277826e-16       3.460920161750e-17 
 1546       7.143265027306e-11       2.246232362790e-12       6.949695786634e-13       1.010250810644e-14       1.053294603793e-15       2.485041212204e-16       3.490015402629e-17 
 1547       7.105285144363e-11       2.259047264364e-12       6.849579302038e-13       1.009053230321e-14       1.050474478914e-15       2.463222939824e-16       3.518571268897e-17 
 1548       7.067521014552e-11       2.271776970565e-12       6.738418453260e-13       1.007854877260e-14       1.047663340252e-15       2.441332538120e-16       3.546587359370e-17 
 1549       7.029981773776e-11       2.284414729196e-12       6.616301596947e-13       1.006655915091e-14       1.044861149230e-15       2.419350986916e-16       3.574063279578e-17 
 1550       6.992676600749e-11       2.296953754753e-12       6.483317709152e-13       1.005456508248e-14       1.042067866843e-15       2.397259168271e-16       3.600998641787e-17 
 1551       6.955614717064e-11       2.309387228368e-12       6.339556386421e-13       1.004256821970e-14       1.039283453655e-15       2.375037866322e-16       3.627393065009e-17 
 1552       6.918805387259e-11       2.321708297759e-12       6.185107846877e-13       1.003057022306e-14       1.036507869800e-15       2.352667767122e-16       3.653246175020e-17 
 1553       6.882257918881e-11       2.333910077177e-12       6.020062931308e-13       1.001857276111e-14       1.033741074980e-15       2.330129458489e-16       3.678557604377e-17 
 1554       6.845981662557e-11       2.345985647354e-12       5.844513104253e-13       1.000657751049e-14       1.030983028465e-15       2.307403429841e-16       3.703326992433e-17 
 1555       6.809986012056e-11       2.357928055447e-12       5.658550455083e-13       9.994586155971e-15       1.028233689090e-15       2.284470072046e-16       3.727553985350e-17 
 1556       6.774280404358e-11       2.369730314990e-12       5.462267699096e-13       9.982600390428e-15       1.025493015258e-15       2.261309677257e-16       3.751238236120e-17 
 1557       6.738874319720e-11       2.381385405836e-12       5.255758178594e-13       9.970621914878e-15       1.022760964935e-15       2.237902438762e-16       3.774379404575e-17 
 1558       6.703776193327e-11       2.392886934556e-12       5.039130214570e-13       9.958652332598e-15       1.020037499038e-15       2.214233760031e-16       3.796977403564e-17 
 1559       6.668990138946e-11       2.404231122519e-12       4.812550306950e-13       9.946692830412e-15       1.017322591630e-15       2.190310236732e-16       3.819033139964e-17 
 1560       6.634519194644e-11       2.415414836370e-12       4.576200342120e-13       9.934744494442e-15       1.014616219817e-15       2.166143824458e-16       3.840547780657e-17 
 1561       6.600366408421e-11       2.426434929260e-12       4.330263280932e-13       9.922808415722e-15       1.011918360371e-15       2.141746543244e-16       3.861522507031e-17 
 1562       6.566534838226e-11       2.437288240822e-12       4.074923160504e-13       9.910885690211e-15       1.009228989729e-15       2.117130477663e-16       3.881958515008e-17 
 1563       6.533027551966e-11       2.447971597151e-12       3.810365096009e-13       9.898977418795e-15       1.006548083996e-15       2.092307776939e-16       3.901857015073e-17 
